"genus_species","iucn_authority","iucn_category"
"Eustomias danae","Clarke, 2001","dd"
"Eustomias deofamiliaris","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Eustomias diplomastiga","Prokofiev, 2018","dd"
"Eustomias flagellifer","Clarke, 2001","dd"
"Eustomias inconstans","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Eustomias interruptus","Clarke, 1999","dd"
"Eustomias kukuevi","Prokofiev, 2018","dd"
"Eustomias magnificus","Clarke, 2001","dd"
"Eustomias mavka","Prokofiev, 2018","dd"
"Eustomias melanostigmoides","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Eustomias mesostenus","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Eustomias multifilis","Parin &amp; Pokhil'skaya, 1978","dd"
"Eustomias problematicus","Clarke, 2001","dd"
"Eustomias teuthidopsis","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Eustomias tomentosis","Clarke, 1998","dd"
"Evynnis mononematos","Guan, Tang &amp; Wu, 2012","dd"
"Gunterichthys bussingi","Møller, Schwarzhans &amp; Nielsen, 2004","dd"
"Gunterichthys coheni","Møller, Schwarzhans &amp; Nielsen, 2004","dd"
"Holcomycteronus aequatoris","(Smith &amp; Radcliffe, 1913)","dd"
"Holcomycteronus brucei","(Dollo, 1906)","dd"
"Holcomycteronus pterotus","(Alcock, 1890)","dd"
"Lamprogrammus fragilis","Alcock, 1892","dd"
"Leptobrotula breviventralis","Nielsen, 1986","dd"
"Leptostomias macronema","Gilbert, 1905","dd"
"Leptostomias multifilis","Imai, 1941","dd"
"Leucicorus lusciosus","Garman, 1899","dd"
"Lutjanus xanthopinnis","Iwatsuki, Tanaka &amp; Allen, 2015","dd"
"Majungaichthys simplex","Schwarzhans &amp; Møller, 2007","dd"
"Mascarenichthys microphthalmus","Schwarzhans &amp; Møller, 2007","dd"
"Maurolicus kornilovorum","Parin &amp; Kobyliansky, 1993","dd"
"Maurolicus rudjakovi","Parin &amp; Kobyliansky, 1993","dd"
"Melamphaes contradictorius","Kotlyar, 2015","dd"
"Melamphaes nikolayi","Kotlyar, 2012","dd"
"Melamphaes pachystomus","Kotlyar, 2011","dd"
"Melamphaes papavereus","Kotlyar, 2016","dd"
"Melamphaes shcherbachevi","Kotlyar, 2015","dd"
"Melamphaes xestoachidus","Kotlyar, 2011","dd"
"Melanostomias stewarti","Fowler, 1934","dd"
"Melanostomias vierecki","Fowler, 1934","dd"
"Monognathus ahlstromi","Raju, 1974","dd"
"Monognathus berteli","Nielsen &amp; Hartel, 1996","dd"
"Monognathus bruuni","Bertin, 1936","dd"
"Monognathus isaacsi","Raju, 1974","dd"
"Monognathus jesse","Raju, 1974","dd"
"Monognathus ozawai","Bertelsen &amp; Nielsen, 1987","dd"
"Monognathus rajui","Bertelsen &amp; Nielsen, 1987","dd"
"Monognathus smithi","Bertelsen &amp; Nielsen, 1987","dd"
"Monomitopus longiceps","Smith &amp; Radcliffe, 1913","dd"
"Monomitopus microlepis","Smith &amp; Radcliffe, 1913","dd"
"Nemipterus flavomandibularis","Russell &amp; Tweddle, 2013","dd"
"Neobythites alcocki","Nielsen, 2002","dd"
"Neobythites andamanensis","Nielsen, 2002","dd"
"Eustomias suluensis","Gibbs, Clarke &amp; Gomon, 1983","dd"
"Carcharhinus humani","White &amp; Weigmann, 2014","dd"
"Chaunax brachysomus","Ho, Kawai &amp; Satria, 2015","dd"
"Chaunax gomoni","Ho, Kawai &amp; Satria, 2015","dd"
"Chaunax hollemani","Ho &amp; Ma, 2016","dd"
"Coelophrys bradburyae","Endo &amp; Shinohara, 1999","dd"
"Dibranchus accinctus","Bradbury, 1999","dd"
"Dibranchus cracens","Bradbury, McCosker &amp; Long, 1999","dd"
"Dibranchus discors","Bradbury, McCosker &amp; Long, 1999","dd"
"Halicmetus niger","Ho, Endo &amp; Sakamaki, 2008","dd"
"Gaidropsarus mauli","Biscoito &amp; Saldanha, 2018","dd"
"Physiculus caboverdensis","González, Triay-Portella &amp; Biscoito, 2018","dd"
"Chaunax africanus","Ho &amp; Last, 2013","dd"
"Chaunax stigmaeus","Fowler, 1946","dd"
"Bufoceratias microcephalus","Ho, Kawai &amp; Amaoka, 2016","dd"
"Gigantactis balushkini","Kharin, 1984","dd"
"Gigantactis longicauda","Bertelsen &amp; Pietsch, 2002","dd"
"Gigantactis microphthalmus","(Regan &amp; Trewavas, 1932)","dd"
"Rhynchactis microthrix","Bertelsen &amp; Pietsch, 1998","dd"
"Himantolophus azurlucens","Beebe &amp; Crane, 1947","dd"
"Himantolophus borealis","Kharin, 1984","dd"
"Himantolophus danae","Regan &amp; Trewavas 1932","dd"
"Himantolophus litoceras","Stewart &amp; Pietsch, 2010","dd"
"Himantolophus pseudalbinares","Bertelsen &amp; Krefft, 1988","dd"
"Acentrophryne dolichonema","Pietsch &amp; Shimazaki, 2005","dd"
"Acentrophryne longidens","Regan, 1926","dd"
"Linophryne andersoni","Gon, 1992","dd"
"Linophryne argyresca","Regan &amp; Trewavas, 1932","dd"
"Linophryne bipennata","Bertelsen, 1982","dd"
"Linophryne escaramosa","Bertelsen, 1982","dd"
"Linophryne quinqueramosa","Beebe &amp; Crane, 1947","dd"
"Linophryne trewavasae","Bertelsen, 1978","dd"
"Melanocetus eustalus","Pietsch &amp; Van Duzer, 1980","dd"
"Melanocetus rossi","Balushkin &amp; Fedorov, 1981","dd"
"Heterodontus ramalheira","(Smith, 1949)","dd"
"Dipturus johannisdavisi","(Alcock, 1899)","dd"
"Torpedo sinuspersici","Olfers, 1831","dd"
"Chaenophryne quasiramifera","Pietsch, 2007","dd"
"Microlophichthys andracanthus","Bertelsen, 1951","dd"
"Oneirodes alius","Seigel &amp; Pietsch, 1978","dd"
"Oneirodes amaokai","Ho &amp; Kawai, 2016","dd"
"Oneirodes basili","Pietsch, 1974","dd"
"Oneirodes cordifer","Prokofiev, 2014","dd"
"Oneirodes cristatus","(Regan &amp; Trewavas, 1932)","dd"
"Oneirodes dicromischus","Pietsch, 1974","dd"
"Oneirodes haplonema","Stewart &amp; Pietsch, 1998","dd"
"Oneirodes micronema","Grobecker, 1978","dd"
"Oneirodes mirus","(Regan &amp; Trewavas, 1932)","dd"
"Oneirodes parapietschi","Prokofiev, 2014","dd"
"Oneirodes pterurus","Pietsch &amp; Seigel, 1980","dd"
"Oneirodes quadrinema","Ho, Kawai &amp; Amaoka, 2016","dd"
"Oneirodes sanjeevani","Rajeeshkumar, 2017","dd"
"Oneirodes schistonema","Pietsch &amp; Seigel, 1980","dd"
"Oneirodes sipharum","Prokofiev, 2014","dd"
"Spiniphryne duhameli","Pietsch &amp; Baldwin, 2006","dd"
"Lasiognathus dinema","Pietsch &amp; Sutton, 2015","dd"
"Lasiognathus waltoni","Nolan &amp; Rosenblatt, 1975","dd"
"Thaumatichthys axeli","(Bruun, 1953)","dd"
"Thaumatichthys pagidostomus","Smith &amp; Radcliffe, 1912","dd"
"Halieutaea brevicauda","Ogilby, 1910","dd"
"Halieutopsis andriashevi","Bradbury, 1988","dd"
"Malthopsis bradburyae","Ho, 2013","dd"
"Malthopsis retifera","Ho, Prokofiev &amp; Shao, 2009","dd"
"Leptochilichthys microlepis","Machida &amp; Shiogaki, 1988","dd"
"Mentodus crassus","Parr, 1960","dd"
"Opistognathus schrieri","Smith-Vaniz, 2017","dd"
"Saccopharynx berteli","Tighe &amp; Nielsen, 2000","dd"
"Poromitra crassa","Parin &amp; Ebeling, 1980","dd"
"Poromitra decipiens","Kotlyar, 2008","dd"
"Poromitra glochidiata","Kotlyar, 2008","dd"
"Poromitra rugosa","(Chapman, 1939)","dd"
"Polymetme andriashevi","Parin &amp; Borodulina, 1990","dd"
"Polyipnus asper","Harold, 1994","dd"
"Polyipnus bruuni","Harold, 1994","dd"
"Polyipnus danae","Harold, 1990","dd"
"Polyipnus inermis","Borodulina, 1981","dd"
"Polyipnus laruei","Vourey, Dupoux &amp; Harold, 2017","dd"
"Polyipnus latirastrus","Last &amp; Harold, 1994","dd"
"Polyipnus notatus","Harold, Kemp &amp; Shore, 2016","dd"
"Polyipnus oluolus","Baird, 1971","dd"
"Polyipnus paxtoni","Harold, 1989","dd"
"Polyipnus spinosus","Günther, 1887","dd"
"Polyipnus surugaensis","Aizawa, 1990","dd"
"Photonectes barnetti","Klepadlo, 2011","dd"
"Photonectes corynodes","Klepadlo, 2011","dd"
"Photonectes gorodinskii","Prokofiev, 2015","dd"
"Photonectes litvinovi","Prokofiev, 2014","dd"
"Photonectes munificus","Gibbs, 1968","dd"
"Photonectes paxtoni","Flynn &amp; Klepadlo, 2012","dd"
"Photonectes venetaenia","Prokofiev, 2016","dd"
"Bythaelurus vivaldii","Weigmann &amp; Kaschner, 2017","dd"
"Bythaelurus stewarti","Weigmann, Kaschner &amp; Thiel, 2018","dd"
"Brachyistius frenatus","Gill, 1862","dd"
"Siganus unimaculatus","(Evermann &amp; Seale, 1907)","dd"
"Serranus drewesi","Iwamoto, 2018","dd"
"Starksia splendens","Victor, 2018","dd"
"Grammonus minutus","Nielsen &amp; Prokofiev, 2010","dd"
"Penopus japonicus","Nielsen &amp; Ohashi, 2011","dd"
"Majungaichthys agalegae","Schwarzhans &amp; Møller, 2011","dd"
"Mascarenichthys remotus","Schwarzhans &amp; Møller, 2011","dd"
"Microbrotula andersoni","Schwarzhans &amp; Nielsen, 2011","dd"
"Microbrotula hamata","Schwarzhans &amp; Nielsen, 2011","dd"
"Nielsenichthys pullus","Schwarzhans &amp; Møller, 2011","dd"
"Timorichthys disjunctus","Nielsen &amp; Schwarzhans, 2011","dd"
"Neobythites machidai","Ohashi, Nielsen &amp; Yabe, 2012","dd"
"Microbrotula geraldalleni","Schwarzhans &amp; Nielsen, 2012","dd"
"Bassogigas walkeri","Nielsen &amp; Møller, 2011","dd"
"Paradiancistrus acutirostris","Schwarzhans, Møller &amp; Nielsen, 2005","dd"
"Paradiancistrus christmasensis","Schwarzhans &amp; Møller, 2011","dd"
"Paradiancistrus lombokensis","Schwarzhans &amp; Møller, 2007","dd"
"Ungusurculus collettei","Schwarzhans &amp; Møller, 2007","dd"
"Ungusurculus riauensis","Schwarzhans &amp; Møller, 2007","dd"
"Neobythites bimarginatus","Fourmanoir &amp; Rivaton, 1979","dd"
"Neobythites crosnieri","Nielsen, 1995","dd"
"Neobythites fijiensis","Nielsen, 2002","dd"
"Neobythites javaensis","Nielsen, 2002","dd"
"Neobythites lombokensis","Uiblein &amp; Nielsen, 2018","dd"
"Neobythites longispinis","Nielsen, 2002","dd"
"Neobythites macrocelli","Nielsen, 2002","dd"
"Neobythites malhaensis","Nielsen, 1995","dd"
"Neobythites marquesaensis","Nielsen, 2002","dd"
"Neobythites meteori","Nielsen, 1995","dd"
"Neobythites multistriatus","Nielsen &amp; Quéro, 1991","dd"
"Neobythites musorstomi","Nielsen, 2002","dd"
"Neobythites natalensis","Nielsen, 1995","dd"
"Neobythites sereti","Nielsen, 2002","dd"
"Neobythites sinensis","Nielsen, 2002","dd"
"Ophidion asiro","(Jordan &amp; Fowler, 1902)","dd"
"Porogadus atripectus","Garman, 1899","dd"
"Porogadus gracilis","(Günther, 1878)","dd"
"Porogadus melanocephalus","(Alcock, 1891)","dd"
"Porogadus trichiurus","(Alcock, 1890)","dd"
"Pycnocraspedum armatum","Gosline, 1954","dd"
"Pycnocraspedum fulvum","Machida, 1984","dd"
"Pycnocraspedum microlepis","(Matsubara, 1943)","dd"
"Sirembo wami","Nielsen, Schwarzhans &amp; Uiblein, 2014","dd"
"Spottobrotula mahodadi","Cohen &amp; Nielsen, 1978","dd"
"Spottobrotula persica","Nielsen, Schwarzhans &amp; Uiblein, 2014","dd"
"Ventichthys biospeedoi","Nielsen, Møller &amp; Segonzac, 2006","dd"
"Ungusurculus komodoensis","Schwarzhans &amp; Møller, 2007","dd"
"Plectorhinchus griseus","(Cuvier, 1830)","dd"
"Parascolopsis baranesi","Russell &amp; Golani, 1993","dd"
"Plagiogeneion fiolenti","Parin, 1991","dd"
"Protoblepharon mccoskeri","Ho &amp; Johnson, 2012","dd"
"Protoblepharon rosenblatti","Baldwin, Johnson &amp; Paxton, 1997","dd"
"Neobythitoides serratus","Nielsen &amp; Machida, 2006","dd"
"Dysalotus pouliulii","Melo, 2017","dd"
"Pseudoscopelus cephalus","Fowler, 1934","dd"
"Lipogramma idabeli","Tornabene, Robertson &amp; Baldwin, 2018","dd"
"Ostracoberyx fowleri","Matsubara, 1939","dd"
"Anisochromis straussi","Springer, Smith &amp; Fraser, 1977","dd"
"Atractoscion atelodus","(Günther, 1867)","dd"
"Atractoscion microlepis","Song, Kim &amp; Kang, 2017","dd"
"Johnius majan","Iwatsuki, Jawad &amp; Al-Mamry, 2012","dd"
"Catathyridium grandirivi","(Chabanaud, 1928)","dd"
"Achiropsetta tricholepis","Norman, 1930","dd"
"Pseudomancopsetta andriashevi","Evseenko, 1984","dd"
"Alosa algeriensis","Regan, 1916","dd"
"Thryssa gautamiensis","Babu Rao, 1971","dd"
"Tenualosa reevesii","(Richardson, 1846)","dd"
"Stolephorus ronquilloi","Wongratana, 1983","dd"
"Gonialosa modesta","(Day, 1870)","dd"
"Opisthopterus effulgens","(Regan 1903)","dd"
"Anchoa analis","(Miller, 1945)","dd"
"Anchoa chamensis","Hildebrand, 1943","dd"
"Thryssa kammalensoides","Wongratana, 1983","dd"
"Thryssa polybranchialis","Wongratana, 1983","dd"
"Sardinella rouxi","(Poll, 1953)","dd"
"Sardinella brasiliensis","(Steindachner, 1879)","dd"
"Nematalosa japonica","Regan, 1917","dd"
"Sardinella jussieu","(Lacepède, 1803)","dd"
"Thryssa kammalensis","(Bleeker, 1849)","dd"
"Coilia coomansi","Hardenberg, 1934","dd"
"Setipinna melanochir","(Bleeker, 1849)","dd"
"Sardinella dayi","Regan, 1917","dd"
"Coilia macrognathos","Bleeker, 1852","dd"
"Coilia ramcarati","(Hamilton, 1822)","dd"
"Coilia rebentischii","Bleeker, 1858","dd"
"Setipinna paxtoni","Wongratana, 1987","dd"
"Thryssa chefuensis","(Günther, 1874)","dd"
"Thryssa dayi","Wongratana, 1983","dd"
"Thryssa malabarica","(Bloch, 1795)","dd"
"Thryssa purava","(Hamilton, 1822)","dd"
"Thryssa spinidens","(Jordan &amp; Seale, 1925)","dd"
"Etrumeus golanii","DiBattista, Randall &amp; Bowen, 2012","dd"
"Etrumeus wongratanai","DiBattista, Randall &amp; Bowen, 2012","dd"
"Sardinella goni","Stern, Rinkevich &amp; Goren, 2016","dd"
"Amblygaster indiana","Mary, Balasubramanian, Selvaraju &amp; Shiny, 2017","dd"
"Arnoglossus andrewsi","Kurth, 1954","dd"
"Arnoglossus armstrongi","Scott, 1975","dd"
"Arnoglossus coeruleosticta","(Steindachner, 1898)","dd"
"Arnoglossus kotthausi","Klausewitz &amp; Schneider, 1986","dd"
"Arnoglossus marisrubri","Klausewitz &amp; Schneider, 1986","dd"
"Arnoglossus multirastris","Parin, 1983","dd"
"Arnoglossus nigrofilamentosus","Fricke, Golani &amp; Appelbaum-Golani, 2017","dd"
"Arnoglossus sayaensis","Amaoka &amp; Imamura, 1990","dd"
"Bothus assimilis","(Günther, 1862)","dd"
"Bothus ellipticus","(Poey, 1860)","dd"
"Bothus tricirrhitus","Kotthaus, 1977","dd"
"Chascanopsetta elski","Foroshchuk, 1991","dd"
"Chascanopsetta megagnatha","Amaoka &amp; Parin, 1990","dd"
"Chascanopsetta micrognatha","Amaoka &amp; Yamamoto, 1984","dd"
"Chascanopsetta novaeguineae","Tongboonkua, Lee &amp; Chen, 2018","dd"
"Crossorhombus howensis","Hensley &amp; Randall, 1993","dd"
"Engyprosopon brevifrontale","Amaoka &amp; Ho, 2018","dd"
"Engyprosopon filimanus","(Regan, 1908)","dd"
"Engyprosopon filipennis","Wu &amp; Tang, 1935","dd"
"Engyprosopon hensleyi","Amaoka &amp; Imamura, 1990","dd"
"Engyprosopon kushimotoense","Amaoka, Kaga &amp; Misaki, 2008","dd"
"Engyprosopon obliquioculatum","(Fowler, 1934)","dd"
"Engyprosopon osculus","(Amaoka &amp; Arai, 1998)","dd"
"Engyprosopon parvipectorale","Amaoka &amp; Ho, 2018","dd"
"Engyprosopon regani","Hensley &amp; Suzumoto, 1990","dd"
"Grammatobothus krempfi","Chabanaud, 1929","dd"
"Laeops nigrescens","Lloyd, 1907","dd"
"Monolene danae","Bruun, 1937","dd"
"Parabothus amaokai","Parin, 1983","dd"
"Parabothus budkeri","(Chabanaud, 1943)","dd"
"Parabothus malhensis","(Regan, 1908)","dd"
"Parabothus polylepis","(Alcock, 1889)","dd"
"Psettina filimana","Li &amp; Wang, 1982","dd"
"Psettina multisquamea","Fedorov &amp; Foroshchuk, 1988","dd"
"Psettina profunda","(Weber, 1913)","dd"
"Tosarhombus nielseni","Amaoka &amp; Rivaton, 1991","dd"
"Engraulis albidus","Borsa, Collet &amp; Durand, 2004","dd"
"Samariscus filipectoralis","Shen, 1982","dd"
"Gobiodon albolineatus","Smith, 1959","dd"
"Gobiodon ater","Herler, Bogorodsky &amp; Suzuki, 2013","dd"
"Cynoglossus semilaevis","Günther, 1873","dd"
"Citharoides orbitalis","Hoshino, 2000","dd"
"Lepidoblepharon ophthalmolepis","Weber, 1913","dd"
"Cynoglossus abbreviatus","(Gray, 1834)","dd"
"Cynoglossus brachycephalus","Bleeker, 1870","dd"
"Cynoglossus cleopatridis","Chabanaud, 1949","dd"
"Cynoglossus crepida","Fricke, Golani &amp; Appelbaum-Golani, 2017","dd"
"Cynoglossus dollfusi","(Chabanaud, 1931)","dd"
"Cynoglossus gracilis","Günther, 1873","dd"
"Cynoglossus microphthalmus","(von Bonde, 1922)","dd"
"Cynoglossus nanhaiensis","Wang, Munroe &amp; Kong, 2016","dd"
"Cynoglossus oligolepis","(Bleeker, 1855)","dd"
"Cynoglossus pottii","Steindachner, 1902","dd"
"Cynoglossus praecisus","Alcock, 1890","dd"
"Cynoglossus purpureomaculatus","Regan, 1905","dd"
"Cynoglossus sealarki","Regan, 1908","dd"
"Cynoglossus sibogae","Weber, 1913","dd"
"Cynoglossus trulla","(Cantor, 1849)","dd"
"Cynoglossus versicolor","Alcock, 1890","dd"
"Paraplagusia guttata","(Macleay, 1878)","dd"
"Symphurus arabicus","Chabanaud, 1954","dd"
"Symphurus australis","McCulloch, 1907","dd"
"Symphurus bathyspilus","Krabbenhoft &amp; Munroe, 2003","dd"
"Symphurus fallax","Chabanaud, 1957","dd"
"Symphurus fuscus","Brauer, 1906","dd"
"Symphurus gilesii","(Alcock, 1889)","dd"
"Symphurus holothuriae","Chabanaud, 1948","dd"
"Symphurus hondoensis","Hubbs, 1915","dd"
"Symphurus kyaropterygium","Menezes &amp; Benvegnú, 1976","dd"
"Symphurus leucochilus","Lee, Munroe &amp; Shao, 2014","dd"
"Symphurus maldivensis","Chabanaud, 1955","dd"
"Symphurus marmoratus","Fowler, 1934","dd"
"Symphurus megasomus","Lee, Chen &amp; Shao, 2009","dd"
"Symphurus microlepis","Garman, 1899","dd"
"Symphurus ocellaris","Munroe &amp; Robertson, 2005","dd"
"Symphurus regani","Weber &amp; de Beaufort, 1929","dd"
"Symphurus sayademalhensis","Chabanaud, 1955","dd"
"Symphurus schultzi","Chabanaud, 1955","dd"
"Symphurus undatus","Gilbert, 1905","dd"
"Symphurus woodmasoni","(Alcock, 1889)","dd"
"Ambassis macracanthus","Bleeker, 1849","dd"
"Pardachirus poropterus","(Bleeker, 1851)","dd"
"Stenogobius alleni","Watson, 1991","dd"
"Stenogobius watsoni","Allen, 2004","dd"
"Stiphodon larson","Watson, 1996","dd"
"Pseudomugil majusculus","Ivantsoff &amp; Allen, 1984","dd"
"Gobiodon winterbottomi","Suzuki, Yano &amp; Senou, 2012","dd"
"Poecilopsetta dorsialta","Guibord &amp; Chapleau, 2001","dd"
"Poecilopsetta albomaculata","Norman, 1939","dd"
"Paragobiodon kasaii","Suzuki &amp; Randall, 2011","dd"
"Eviota bilunula","Greenfield &amp; Suzuki, 2016","dd"
"Eviota brahmi","Greenfield &amp; Tornabene, 2014","dd"
"Eviota erdmanni","Tornabene &amp; Greenfield, 2016","dd"
"Eviota eyreae","Greenfield &amp; Randall, 2016","dd"
"Eviota filamentosa","Sukuzi &amp; Greenfield, 2014","dd"
"Eviota flavipinnata","Suzuki, Greenfield &amp; Motomura, 2015","dd"
"Eviota flebilis","Greenfield, Suzuki &amp; Shibukawa, 2014","dd"
"Eviota imitata","Greenfield, Tornabene &amp; Erdmann, 2017","dd"
"Eviota japonica","Jewett &amp; Lachner, 1983","dd"
"Eviota lentiginosa","Greenfield &amp; Randall, 2017","dd"
"Eviota melanosphena","Greenfield &amp; Jewett, 2016","dd"
"Eviota mimica","Greenfield &amp; Randall, 2016","dd"
"Eviota minuta","Greenfield &amp; Jewett, 2014","dd"
"Bryaninops spongicolus","Suzuki, Bogorodsky &amp; Randall, 2012","dd"
"Eviota pictifacies","Greenfield &amp; Erdmann, 2017","dd"
"Beliops batanensis","Smith-Vaniz &amp; Johnson, 1990","dd"
"Manonichthys winterbottomi","Gill, 2004","dd"
"Pseudochromis colei","Herre, 1933","dd"
"Pseudochromis eichleri","Gill, Allen &amp; Erdmann, 2012","dd"
"Psettina hainanensis","(Wu &amp; Tang, 1935)","dd"
"Plectranthias knappi","Randall, 1996","dd"
"Pseudogramma erythrea","Randall &amp; Baldwin, 1997","dd"
"Aseraggodes kimurai","Randall &amp; Desoutter-Meniger, 2007","dd"
"Aseraggodes winterbottomi","Randall &amp; Desoutter-Meniger, 2007","dd"
"Polyipnus ovatus","Harold, 1994","dd"
"Thorophos euryops","Bruun, 1931","dd"
"Thorophos nexilis","(Myers, 1932)","dd"
"Vespicula cypho","(Fowler, 1938)","dd"
"Bovitrigla acanthomoplate","Fowler, 1938","dd"
"Lepidotrigla deasoni","Herre &amp; Kauffman, 1952","dd"
"Lepidotrigla eydouxii","Sauvage, 1878","dd"
"Lepidotrigla macrobrachia","Fowler, 1938","dd"
"Lepidotrigla pectoralis","Fowler, 1938","dd"
"Polysteganus cerasinus","Iwatsuki &amp; Heemstra, 2015","dd"
"Polysteganus flavodorsalis","Iwatsuki &amp; Heemstra, 2015","dd"
"Sparidentex jamalensis","Amir, Siddiqui &amp; Masroor, 2014","dd"
"Syacium maculiferum","(Garman, 1899)","dd"
"Benthophiloides turcomanus","(Iljin, 1941)","dd"
"Benthophilus pinchuki","Ragimov, 1982","dd"
"Benthophilus grimmi","Kessler, 1877","dd"
"Benthophilus svetovidovi","Pinchuk &amp; Ragimov, 1979","dd"
"Ponticola goebelii","(Kessler, 1874)","dd"
"Arnoglossus brunneus","(Fowler, 1934)","dd"
"Citharichthys darwini","Victor &amp; Wellington, 2013","dd"
"Hippoglossina montemaris","de Buen, 1961","dd"
"Hippoglossina mystacium","Ginsburg, 1936","dd"
"Paralichthys delfini","Pequeño &amp; Plaza, 1987","dd"
"Pseudorhombus ctenosquamis","(Oshima, 1927)","dd"
"Glyptocephalus stelleri","(Schmidt, 1904)","dd"
"Myzopsetta punctatissima","(Steindachner, 1879)","dd"
"Liopsetta pinnifasciata","(Kner, 1870)","dd"
"Microstomus achne","(Jordan &amp; Starks, 1904)","dd"
"Pleuronichthys cornutus","(Temminck &amp; Schlegel, 1846)","dd"
"Pleuronichthys lighti","Wu, 1929","dd"
"Pseudopleuronectes obscurus","(Herzenstein, 1890)","dd"
"Marleyella maldivensis","Norman, 1939","dd"
"Nematops grandisquama","Weber &amp; de Beaufort, 1929","dd"
"Nematops macrochirus","Norman, 1931","dd"
"Nematops microstoma","Günther, 1880","dd"
"Nematops nanosquama","Amaoka, Kawai &amp; Séret, 2006","dd"
"Poecilopsetta macrocephala","Hoshino, Amaoka &amp; Last, 2001","dd"
"Poecilopsetta multiradiata","Kawai, Amaoka &amp; Séret, 2010","dd"
"Poecilopsetta normani","Foroshchuk &amp; Fedorov, 1992","dd"
"Poecilopsetta pectoralis","Kawai &amp; Amaoka, 2006","dd"
"Ammotretis brevipinnis","Norman, 1926","dd"
"Ammotretis elongatus","McCulloch, 1914","dd"
"Ammotretis lituratus","(Richardson, 1844)","dd"
"Ammotretis macrolepis","McCulloch, 1914","dd"
"Ammotretis rostratus","Günther, 1862","dd"
"Psammodiscus ocellatus","Günther, 1862","dd"
"Taratretis derwentensis","Last, 1978","dd"
"Plagiopsetta biocellata","Fricke, Golani &amp; Appelbaum-Golani, 2018","dd"
"Plagiopsetta gracilis","Mihara &amp; Amaoka, 2004","dd"
"Plagiopsetta stigmosa","Mihara &amp; Amaoka, 2004","dd"
"Samaretta perexilis","Voronina &amp; Suzumoto, 2017","dd"
"Samaris chesterfieldensis","Mihara &amp; Amaoka, 2004","dd"
"Samaris spinea","Mihara &amp; Amaoka, 2004","dd"
"Samariscus asanoi","Ochiai &amp; Amaoka, 1962","dd"
"Samariscus corallinus","Gilbert, 1905","dd"
