X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
25295,Phasmatocottus,ctenopterygius,"Bolin, 1936",277,7520,demersal,18.14,3.799999952,NA,NA,6/26/96,NA,fbs
25305,Pherallodiscus,varius,"Briggs, 1955",434,7886,demersal,32.1,NA,NA,NA,7/23/03,NA,fbs
25306,Pherallodus,indicus,"(Weber, 1913",434,7499,reef-associated,23.38,3,NA,NA,7/1/96,3.5,fbs
25307,Pherallodus,smithi,"Briggs, 1955",434,7499,demersal,14.86,1.899999976,NA,NA,3/5/96,NA,fbs
25309,Philypnodon,macrostomus,"Hoese & Reader, 2006",404,4492,demersal,10,3.650000095,NA,NA,6/28/08,NA,fbs
25310,Pholidapus,dybowskii,"(Steindachner, 1880",747,6594,demersal,60.81,46,NA,NA,6/17/96,73,fbs
25311,Pholidichthys,anguis,"Springer & Larson, 1996",481,1124,demersal,19.89,NA,NA,NA,4/22/98,44.5,fbs
25312,Pholidichthys,leucotaenia,"Bleeker, 1856",481,1124,reef-associated,18.08,34,NA,0,6/13/91,16.5,fbs
25313,Pholidochromis,cerasina,"Gill & Tanaka, 2004",291,10798,reef-associated,10.53,4.389999866,NA,NA,12/16/08,NA,fbs
25314,Pholidochromis,marginatus,"(Lubbock, 1980",291,10798,reef-associated,11.53,4.929999828,NA,NA,9/8/97,5.5,fbs
25315,Pholis,clemensi,"Rosenblatt, 1964",395,5305,demersal,15.39,13,NA,NA,5/1/91,35.5,fbs
25316,Pholis,crassispina,"(Temminck & Schlegel, 1845",395,5305,demersal,32.91,25,NA,NA,6/19/96,2.5,fbs
25317,Pholis,fangi,"(Wang & Wang, 1935",395,5305,demersal,20.19,16.79999924,NA,NA,7/17/03,NA,fbs
25318,Pholis,fasciata,"(Bloch & Schneider, 1801",395,5305,demersal,29.61,30,NA,NA,5/1/91,47,fbs
25319,Pholis,gunnellus,"(Linnaeus, 1758",395,5305,demersal,34.2,25,NA,0,5/1/91,50,fbs
25320,Pholis,laeta,"(Cope, 1873",395,5305,demersal,26.16,25,NA,NA,5/1/91,36.5,fbs
25321,Pholis,nea,"Peden & Hughes, 1984",395,5305,demersal,12.01,7.900000095,NA,NA,9/22/03,NA,fbs
25322,Pholis,nebulosa,"(Temminck & Schlegel, 1845",395,5305,demersal,22.22,30,NA,NA,6/2/94,100,fbs
25323,Pholis,ornata,"(Girard, 1854",395,5305,demersal,29.43,30,NA,NA,5/1/91,25,fbs
25324,Pholis,picta,"(Kner, 1868",395,5305,demersal,29.87,31,NA,NA,6/19/96,50,fbs
25325,Pholis,schultzi,"Schultz, 1931",395,5305,demersal,15.39,13,NA,NA,5/1/91,9,fbs
25326,Phosichthys,argenteus,"Hutton, 1872",468,2359,bathypelagic,14.95,30,NA,NA,5/14/94,675,fbs
25327,Photoblepharon,palpebratum,"(Boddaert, 1781",242,3152,reef-associated,10,12,NA,0,1/25/93,25,fbs
25328,Photoblepharon,steinitzi,"Abe & Haneda, 1973",242,3152,reef-associated,10,11,NA,NA,3/13/96,NA,fbs
25329,Photocorynus,spiniceps,"Regan, 1925",204,10498,bathypelagic,10,1,NA,NA,3/8/96,1205,fbs
25330,Photolateralis,antongil,"(Sparks, 2006",318,11157,benthopelagic,10,7.5,NA,NA,5/21/08,NA,fbs
25331,Photolateralis,moretoniensis,"(Ogilby, 1912",318,11157,demersal,12.01,11.19999981,NA,NA,6/21/94,NA,fbs
25332,Photolateralis,polyfenestrus,"Sparks & Chakrabarty, 2019",318,11157,reef-associated,10,6.679999828,NA,NA,7/8/19,NA,fbs
25333,Photolateralis,stercorarius,"(Evermann & Seale, 1907",318,11157,reef-associated,12.01,10.19999981,NA,NA,6/12/92,10,fbs
25334,Photonectes,achirus,"Regan & Trewavas, 1930",91,6807,bathypelagic,14.62,8.699999809,NA,NA,8/14/01,737.5,fbs
25335,Photonectes,albipennis,"(Döderlein, 1882",91,6807,bathypelagic,39.61,30,NA,NA,5/30/94,460,fbs
25336,Photonectes,banshee,"Koeda & Ho, 2019",91,6807,pelagic-oceanic,10,12.47000027,NA,NA,10/31/20,NA,fbs
25337,Photonectes,barnetti,"Klepadlo, 2011",91,6807,pelagic-oceanic,10,4.159999847,NA,NA,7/7/11 0:17,NA,fbs
25338,Photonectes,braueri,"(Zugmayer, 1913",91,6807,bathypelagic,38.36,28.20000076,NA,NA,5/13/94,500,fbs
25339,Photonectes,caerulescens,"Regan & Trewavas, 1930",91,6807,bathypelagic,25,15,NA,NA,7/19/94,1050,fbs
25340,Photonectes,coffea,"Klepadlo, 2011",91,6807,pelagic-oceanic,24.73,14.89999962,NA,NA,7/7/11 0:29,NA,fbs
25341,Photonectes,corynodes,"Klepadlo, 2011",91,6807,pelagic-oceanic,10,2.410000086,NA,NA,7/7/11 0:34,NA,fbs
25342,Photonectes,dinema,"Regan & Trewavas, 1930",91,6807,pelagic-oceanic,35.49,25,NA,NA,7/19/94,NA,fbs
25343,Photonectes,gracilis,"Goode & Bean, 1896",91,6807,bathypelagic,31.16,20.79999924,NA,NA,7/19/96,NA,fbs
25344,Photonectes,leucospilus,"Regan & Trewavas, 1930",91,6807,bathypelagic,31.07,20.39999962,NA,NA,7/19/94,NA,fbs
25345,Photonectes,litvinovi,"Prokofiev, 2014",91,6807,demersal,10,15,NA,NA,11/25/20,NA,fbs
25346,Photonectes,margarita,"(Goode & Bean, 1896",91,6807,bathypelagic,48.35,39.59999847,NA,NA,7/19/94,2947.5,fbs
25347,Photonectes,mirabilis,"Parr, 1927",91,6807,pelagic-oceanic,26.08,16.39999962,NA,NA,7/19/94,NA,fbs
25348,Photonectes,munificus,"Gibbs, 1968",91,6807,pelagic-oceanic,28.21,NA,NA,NA,1/24/00,220,fbs
25349,Photonectes,parvimanus,"Regan & Trewavas, 1930",91,6807,bathypelagic,35.04,24.5,NA,NA,7/19/94,731.5,fbs
25350,Photonectes,paxtoni,"Flynn & Klepadlo, 2012",91,6807,pelagic-oceanic,10,2.339999914,NA,NA,2/5/13,NA,fbs
25351,Photonectes,phyllopogon,"Regan & Trewavas, 1930",91,6807,pelagic-oceanic,16.13,10,NA,NA,7/19/94,400,fbs
25352,Photonectes,waitti,"Flynn & Klepadlo, 2012",91,6807,pelagic-oceanic,12.93,7.400000095,NA,NA,2/5/13,600,fbs
25353,Photopectoralis,aureus,"(Abe & Haneda, 1972",318,10831,demersal,10,10,NA,NA,9/10/97,105,fbs
25354,Photopectoralis,bindus,"(Valenciennes, 1835",318,10831,demersal,15.37,11,NA,1,6/19/91,81,fbs
25355,Photopectoralis,hataii,"(Abe & Haneda, 1972",318,10831,demersal,10,4.800000191,NA,NA,9/10/97,NA,fbs
25356,Photopectoralis,panayensis,"(Kimura & Dunlap, 2003",318,10831,demersal,10,8.300000191,NA,NA,11/24/03,NA,fbs
25357,Photostomias,atrox,"(Alcock, 1890",91,3026,bathypelagic,25.22,15.39999962,NA,NA,5/19/08,337,fbs
25358,Photostomias,goodyeari,"Kenaley & Hartel, 2005",91,3026,bathypelagic,27.32,17.5,NA,NA,5/15/08,1042.5,fbs
25359,Photostomias,guernei,"Collett, 1889",91,3026,bathypelagic,21.97,16,NA,NA,2/18/92,2119,fbs
25360,Photostomias,liemi,"Kenaley, 2009",91,3026,bathypelagic,24.32,14.26000023,NA,NA,3/5/09,2000,fbs
25361,Photostomias,lucingens,"Kenaley, 2009",91,3026,bathypelagic,18.47,10.89999962,NA,NA,3/5/09,NA,fbs
25362,Photostomias,tantillux,"Kenaley, 2009",91,3026,bathypelagic,16.55,10.07299995,NA,NA,3/4/09,2119,fbs
25363,Photostylus,pycnopterus,"Beebe, 1933",86,6873,bathypelagic,27.31,13,NA,0,6/16/94,1784.5,fbs
25364,Phoxacromion,kaneharai,"Shibukawa, Suzuki & Senou, 2010",405,10943,benthopelagic,10,2.190000057,NA,NA,4/21/10,11,fbs
25389,Phoxocampus,belcheri,"(Kaup, 1856",258,7393,reef-associated,10,7.199999809,NA,NA,3/29/93,12.5,fbs
25390,Phoxocampus,diacanthus,"(Schultz, 1943",258,7393,reef-associated,10,8.699999809,NA,NA,6/16/92,22.5,fbs
25391,Phoxocampus,tetrophthalmus,"(Bleeker, 1858",258,7393,reef-associated,10,8,NA,NA,3/29/93,NA,fbs
25411,Phthanophaneron,harveyi,"(Rosenblatt & Montgomery, 1976",242,10080,demersal,10,8,NA,NA,8/5/94,34,fbs
25412,Phtheirichthys,lineatus,"(Menzies, 1791",313,7432,pelagic-oceanic,45.15,76,NA,NA,5/1/91,2.5,fbs
25413,Phucocoetes,latitans,"Jenyns, 1842",188,2314,demersal,30.53,10.89999962,NA,0,3/20/95,NA,fbs
25414,Phycis,blennoides,"(Brünnich, 1768",506,9236,benthopelagic,52.2,110,3540,1,10/17/90,605,fbs
25415,Phycis,chesteri,"Goode & Bean, 1878",506,9236,benthopelagic,68.66,42,NA,1,11/10/90,795,fbs
25416,Phycis,phycis,"(Linnaeus, 1766",506,9236,benthopelagic,44.59,65,3910,1,10/23/90,313.5,fbs
25418,Phycodurus,eques,"(Günther, 1865",258,7109,reef-associated,25.45,35,NA,0,12/7/95,17,fbs
25419,Phyllichthys,punctatus,"McCulloch, 1916",441,7728,demersal,38.6,25,NA,NA,6/17/94,NA,fbs
25420,Phyllichthys,sclerolepis,"(Macleay, 1878",441,7728,demersal,42.2,NA,NA,NA,10/21/03,NA,fbs
25421,Phyllichthys,sejunctus,"Whitley, 1935",441,7728,demersal,42.2,NA,NA,NA,10/21/03,NA,fbs
25422,Phyllogobius,platycephalops,"(Smith, 1964",405,10447,reef-associated,11.53,5,NA,NA,10/16/03,10,fbs
25426,Phyllophichthus,xenodontus,"Gosline, 1951",66,7400,reef-associated,26.62,42,NA,NA,2/22/93,19,fbs
25427,Phyllophryne,scortea,"(McCulloch & Waite, 1918",192,2258,demersal,10,10,NA,NA,7/15/95,NA,fbs
25428,Phyllopteryx,dewysea,"Stiller, Wilson & Rouse, 2015",258,4053,reef-associated,20.75,25.89999962,NA,NA,12/5/17,61,fbs
25429,Phyllopteryx,taeniolatus,"(Lacepède, 1804",258,4053,reef-associated,20.6,46,NA,NA,7/26/95,25,fbs
25430,Phyllorhinichthys,balushkini,"Pietsch, 2004",199,5660,bathypelagic,35.02,NA,NA,NA,2/4/05,1600,fbs
25431,Phyllorhinichthys,micractis,"Pietsch, 1969",199,5660,bathypelagic,32.13,NA,NA,NA,10/12/00,2300,fbs
25432,Physiculus,andriashevi,"Shcherbachev, 1993",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,NA,fbs
25433,Physiculus,argyropastus,"Alcock, 1894",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,NA,fbs
25434,Physiculus,beckeri,"Shcherbachev, 1993",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,NA,fbs
25435,Physiculus,bertelseni,"Shcherbachev, 1993",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,577.5,fbs
25436,Physiculus,capensis,"Gilchrist, 1922",180,107,benthopelagic,32.38,18,NA,NA,5/20/94,372.5,fbs
25437,Physiculus,chigodarana,"Paulin, 1989",180,107,benthopelagic,38.5,18,NA,NA,8/11/03,NA,fbs
25438,Physiculus,coheni,"Paulin, 1989",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,NA,fbs
25439,Physiculus,cyanostrophus,"Anderson & Tweddle, 2002",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,NA,fbs
25440,Physiculus,cynodon,"Sazonov, 1986",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,400,fbs
25441,Physiculus,dalwigki,"Kaup, 1858",180,107,benthopelagic,40.75,30,NA,0,10/25/90,419,fbs
25442,Physiculus,fedorovi,"Shcherbachev, 1993",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,NA,fbs
25443,Physiculus,fulvus,"Bean, 1884",180,107,benthopelagic,30.21,10.60000038,NA,NA,1/20/98,69.5,fbs
25444,Physiculus,grinnelli,"Jordan & Jordan, 1922",180,107,benthopelagic,46.96,27.29999924,NA,NA,10/8/01,248.5,fbs
25445,Physiculus,helenaensis,"Paulin, 1989",180,107,benthopelagic,37.95,30,NA,NA,11/9/00,NA,fbs
25446,Physiculus,hexacytus,"Parin, 1984",180,107,bathydemersal,39.22,18.89999962,NA,NA,2/14/00,285,fbs
25447,Physiculus,huloti,"Poll, 1953",180,107,benthopelagic,38.5,18,NA,0,3/4/94,206,fbs
25448,Physiculus,japonicus,"Hilgendorf, 1879",180,107,bathydemersal,47.95,35,NA,0,11/10/90,573,fbs
25449,Physiculus,karrerae,"Paulin, 1989",180,107,benthopelagic,47.15,27.39999962,NA,NA,8/11/03,450,fbs
25450,Physiculus,kaupi,"Poey, 1865",180,107,bathydemersal,42.22,22.39999962,NA,NA,4/14/98,312.5,fbs
25451,Physiculus,longicavis,"Parin, 1984",180,107,benthopelagic,40.71,20.79999924,NA,NA,12/2/02,225,fbs
25452,Physiculus,longifilis,"Weber, 1913",180,107,bathypelagic,24.65,7.610000134,NA,NA,11/16/99,217.5,fbs
25453,Physiculus,luminosa,"Paulin, 1983",180,107,bathydemersal,42.99,30,NA,NA,7/16/95,385,fbs
25454,Physiculus,marisrubri,"Brüss, 1986",180,107,bathydemersal,30.53,10.69999981,NA,NA,11/7/95,1100,fbs
25455,Physiculus,maslowskii,"Trunov, 1991",180,107,bathydemersal,37.06,16.89999962,NA,NA,8/11/03,490,fbs
25456,Physiculus,microbarbata,"Paulin & Matallanas, 1990",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,310.5,fbs
25457,Physiculus,natalensis,"Gilchrist, 1922",180,107,benthopelagic,35.53,24,NA,NA,5/20/94,466.5,fbs
25458,Physiculus,nematopus,"Gilbert, 1890",180,107,demersal,36.41,26,NA,NA,7/5/95,645,fbs
25459,Physiculus,nielseni,"Shcherbachev, 1993",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,252.5,fbs
25460,Physiculus,nigrescens,"Smith & Radcliffe, 1912",180,107,bathypelagic,36.96,16.60000038,NA,NA,6/13/94,NA,fbs
25461,Physiculus,nigripinnis,"Okamura, 1982",180,107,benthopelagic,49.08,29,NA,NA,5/17/96,NA,fbs
25462,Physiculus,normani,"Brüss, 1986",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,265.5,fbs
25463,Physiculus,parini,"Paulin, 1991",180,107,bathypelagic,30.91,11,NA,NA,1/24/00,341,fbs
25464,Physiculus,peregrinus,"(Günther, 1872",180,107,bathypelagic,41.45,21.70000076,NA,NA,3/14/98,265.5,fbs
25465,Physiculus,rastrelliger,"Gilbert, 1890",180,107,demersal,36.52,25,NA,NA,7/1/94,325.5,fbs
25466,Physiculus,rhodopinnis,"Okamura, 1982",180,107,benthopelagic,40.82,21,NA,NA,5/17/96,430,fbs
25467,Physiculus,roseus,"Alcock, 1891",180,107,bathypelagic,39.74,23,NA,1,7/6/94,424.5,fbs
25468,Physiculus,sazonovi,"Paulin, 1991",180,107,bathypelagic,30.53,10.85000038,NA,NA,1/24/00,NA,fbs
25469,Physiculus,sterops,"Paulin, 1989",180,107,bathydemersal,44.37,NA,NA,NA,8/11/03,197.5,fbs
25470,Physiculus,sudanensis,"Paulin, 1989",180,107,benthopelagic,44.37,NA,NA,NA,8/11/03,NA,fbs
25471,Physiculus,talarae,"Hildebrand & Barton, 1949",180,107,demersal,35.53,24,NA,NA,7/5/95,NA,fbs
25472,Physiculus,therosideros,"Paulin, 1987",180,107,bathypelagic,37.03,16.79999924,NA,NA,3/6/98,346.5,fbs
25473,Physiculus,yoshidae,"Okamura, 1982",180,107,benthopelagic,40.02,20,NA,NA,5/17/96,NA,fbs
25490,Phytichthys,chirus,"(Jordan & Gilbert, 1880",393,4933,demersal,34.89,20,NA,NA,5/1/91,6,fbs
25509,Pictichromis,aurifrons,"(Lubbock, 1980",291,10627,reef-associated,14.62,6.5,NA,NA,9/8/97,21.5,fbs
25510,Plectranthias,ahiahiata,"Shepherd, Phelps, Pinheiro, Pérez-Matus & Rocha, 2018",289,8433,reef-associated,10,3.994999886,NA,NA,10/5/20,NA,fbs
25511,Plectranthias,alcocki,"Bineesh, Akhilesh, Gopalakrishnan & Jena, 2014",289,8433,reef-associated,12.93,7.21999979,NA,NA,4/14/14,250,fbs
25512,Plectranthias,alleni,"Randall, 1980",289,8433,demersal,11.03,6.300000191,NA,NA,9/15/95,159,fbs
25513,Plectranthias,altipinnatus,"Katayama & Masuda, 1980",289,8433,reef-associated,10,4.5,NA,NA,8/9/96,NA,fbs
25514,Plectranthias,anthioides,"(Günther, 1872",289,8433,reef-associated,28.95,25,NA,1,5/4/95,NA,fbs
25515,Plectranthias,bauchotae,"Randall, 1980",289,8433,demersal,14.21,8.170000076,NA,NA,4/28/97,158,fbs
25516,Plectranthias,bennetti,"Allen & Walsh, 2015",289,8433,reef-associated,10,5.03000021,NA,NA,8/15/18,NA,fbs
25517,Plectranthias,bilaticlavia,"Paulin & Roberts, 1987",289,8433,demersal,15.53,NA,NA,NA,3/8/98,217,fbs
25518,Plectranthias,cirrhitoides,"Randall, 1980",289,8433,demersal,10.53,5.71999979,NA,NA,4/28/97,10,fbs
25519,Plectranthias,elaine,"Heemstra & Randall, 2009",289,8433,pelagic-neritic,10,5.599999905,NA,NA,7/23/09,91,fbs
25520,Plectranthias,elongatus,"Wu, Randall & Chen, 2011",289,8433,benthopelagic,10,5.420000076,NA,NA,3/2/11 19:03,221.5,fbs
25521,Plectranthias,exsul,"Heemstra & Anderson, 1983",289,8433,demersal,26.08,15.80000019,NA,NA,5/8/00,182.5,fbs
25522,Plectranthias,fijiensis,"Raj & Seeto, 1983",289,8433,demersal,12.93,7.46999979,NA,NA,4/30/97,NA,fbs
25523,Plectranthias,flammeus,"Williams, Delrieu-Trottin & Planes, 2013",289,8433,pelagic-neritic,15.53,NA,NA,NA,5/22/13,NA,fbs
25524,Plectranthias,foresti,"Fourmanoir, 1977",289,8433,bathydemersal,12.47,7.199999809,NA,NA,4/28/97,NA,fbs
25525,Plectranthias,fourmanoiri,"Randall, 1980",289,8433,reef-associated,10,4.699999809,NA,NA,2/15/95,24.5,fbs
25526,Plectranthias,gardineri,"(Regan, 1908",289,8433,demersal,10,3.200000048,NA,NA,2/15/95,55,fbs
25527,Plectranthias,garrupellus,"Robins & Starck, 1961",289,8433,demersal,14.21,10,NA,NA,5/1/91,134,fbs
25528,Plectranthias,helenae,"Randall, 1980",289,8433,demersal,11.03,6.150000095,NA,NA,4/28/97,139,fbs
25529,Plectranthias,hinano,"Shepherd, Phelps, Pinheiro, Rocha & Rocha, 2020",289,8433,reef-associated,10,4.960000038,NA,NA,6/26/20,94,fbs
25530,Plectranthias,inermis,"Randall, 1980",289,8433,reef-associated,10,4.5,NA,NA,4/28/97,39.5,fbs
25539,Pomadasys,macracanthus,"(Günther, 1864",327,3076,benthopelagic,34.74,37,NA,1,6/30/95,15.5,fbs
25540,Pomadasys,maculatus,"(Bloch, 1793",327,3076,reef-associated,52.02,59.29999924,3200,1,6/19/91,65,fbs
25541,Pomadasys,multimaculatus,"(Playfair, 1867",327,3076,demersal,55.67,76,NA,1,6/2/92,35,fbs
25542,Pomadasys,olivaceus,"(Day, 1875",327,3076,reef-associated,44.06,55,NA,1,6/2/92,25.5,fbs
25543,Pomadasys,panamensis,"(Steindachner, 1876",327,3076,demersal,35.84,39,NA,1,6/30/95,35,fbs
25544,Pomadasys,perotaei,"(Cuvier, 1830",327,3076,benthopelagic,34.63,36,NA,1,5/3/94,NA,fbs
25545,Pomadasys,punctulatus,"(Rüppell, 1838",327,3076,demersal,31.76,30,NA,NA,2/19/98,NA,fbs
25546,Pomadasys,quadrilineatus,"Shen & Lin, 1984",327,3076,pelagic-neritic,21.85,12.30000019,NA,NA,7/30/01,NA,fbs
25547,Pomadasys,ramosus,"(Poey, 1860",327,3076,pelagic-neritic,34.24,35,NA,NA,1/7/09,NA,fbs
25548,Pomadasys,rogerii,"(Cuvier, 1830",327,3076,benthopelagic,48.76,60,NA,1,2/11/92,57.5,fbs
25549,Pomadasys,schyrii,"Steindachner, 1900",327,3076,demersal,49.26,NA,NA,NA,7/28/03,NA,fbs
25550,Pomadasys,striatus,"(Gilchrist & Thompson, 1908",327,3076,benthopelagic,32.91,22,NA,NA,2/9/93,NA,fbs
25551,Pomadasys,stridens,"(Forsskål, 1775",327,3076,reef-associated,37.14,20,NA,1,3/23/93,NA,fbs
25552,Pristiophorus,lanae,"Ebert & Wilms, 2013",14,804,pelagic-neritic,34.29,66.90000153,NA,NA,10/28/14,311,fbs
25553,Pristiophorus,nancyae,"Ebert & Cailliet, 2011",14,804,pelagic-oceanic,28.8,61.59999847,NA,NA,7/15/11,428,fbs
25554,Pristiophorus,nudipinnis,"Günther, 1870",14,804,demersal,63.43,122,NA,1,6/15/92,101,fbs
25555,Pristiophorus,schroederi,"Springer & Bullis, 1960",14,804,bathydemersal,50.58,80,NA,0,6/15/92,700,fbs
25556,Pristipomoides,aquilonaris,"(Goode & Bean, 1896",323,2976,demersal,41.09,56,1990,1,10/17/90,197,fbs
25557,Pristipomoides,argyrogrammicus,"(Valenciennes, 1832",323,2976,reef-associated,28.28,40,NA,1,10/17/90,210,fbs
25558,Pristipomoides,auricilla,"(Jordan, Evermann & Tanaka, 1927",323,2976,benthopelagic,32.81,45,NA,1,10/17/90,225,fbs
25559,Pictichromis,caitlinae,"Allen, Gill & Erdmann, 2008",291,10627,reef-associated,10,4.340000153,NA,NA,4/14/08,32.5,fbs
25560,Pictichromis,coralensis,"Gill, 2004",291,10627,reef-associated,12.01,5.21999979,NA,NA,4/16/08,23,fbs
25561,Pictichromis,diadema,"(Lubbock & Randall, 1978",291,10627,reef-associated,12.01,6.199999809,NA,NA,7/15/96,17.5,fbs
25562,Pictichromis,dinar,"Randall & Schultz, 2009",291,10627,reef-associated,10,4.199999809,NA,NA,11/20/09,21.5,fbs
25563,Pictichromis,ephippiata,"(Gill, Pyle & Earle, 1996",291,10627,demersal,10,4.03000021,NA,NA,4/29/97,40,fbs
25564,Pictichromis,paccagnellae,"(Axelrod, 1973",291,10627,reef-associated,13.37,7,NA,0,1/19/95,25,fbs
25565,Pictichromis,porphyrea,"(Lubbock & Goldman, 1974",291,10627,reef-associated,11.53,6,NA,NA,2/20/93,32.5,fbs
25566,Pictilabrus,brauni,"Hutchins & Morrison, 1996",362,3352,reef-associated,15.39,7.400000095,NA,NA,11/3/99,NA,fbs
25567,Pictilabrus,laticlavius,"(Richardson, 1840",362,3352,reef-associated,37.66,23,NA,NA,3/6/98,NA,fbs
25568,Pictilabrus,viridis,"Russell, 1988",362,3352,reef-associated,27.68,14.05000019,NA,NA,3/6/98,8.5,fbs
25569,Piedrabuenia,ringueleti,"Gosztonyi, 1977",188,9455,bathydemersal,43.34,24.20000076,NA,NA,5/7/98,525,fbs
25693,Pinguipes,brasilianus,"Cuvier, 1829",371,1913,demersal,52.41,70,NA,0,3/27/95,105,fbs
25694,Pinguipes,chilensis,"Valenciennes, 1833",371,1913,demersal,47.13,51,1574,0,4/4/95,NA,fbs
25696,Pinjalo,lewisi,"Randall, Allen & Anderson, 1987",323,925,reef-associated,48.17,50,NA,1,10/13/93,85,fbs
25697,Pinjalo,pinjalo,"(Bleeker, 1850",323,925,reef-associated,48.91,80,NA,1,10/17/90,57.5,fbs
25698,Pinnichthys,prolata,"(Hastings & Findley, 2015",405,11115,demersal,10,2.539999962,NA,NA,11/5/20,82,fbs
25700,Pisodonophis,boro,"(Hamilton, 1822",66,3887,demersal,45.04,100,NA,1,5/25/93,NA,fbs
25701,Pisodonophis,cancrivorus,"(Richardson, 1848",66,3887,reef-associated,49.74,108,NA,1,5/25/93,10.5,fbs
25702,Pisodonophis,copelandi,"Herre, 1953",66,3887,demersal,27.4,30.79999924,NA,NA,9/2/99,NA,fbs
25703,Pisodonophis,daspilotus,"Gilbert, 1898",66,3887,demersal,35.56,68,NA,NA,7/11/95,NA,fbs
25704,Pisodonophis,hijala,"(Hamilton, 1822",66,3887,demersal,49.35,NA,NA,NA,9/24/03,NA,fbs
25705,Pisodonophis,hoevenii,"(Bleeker, 1853",66,3887,demersal,15.28,22,NA,0,1/9/98,NA,fbs
25707,Pisodonophis,sangjuensis,"Ji & Kim, 2011",66,3887,benthopelagic,39.2,NA,NA,NA,5/26/11,57.5,fbs
25708,Pisodonophis,semicinctus,"(Richardson, 1848",66,3887,demersal,41.39,80,NA,1,3/6/94,20,fbs
25764,Plagiogeneion,fiolenti,"Parin, 1991",322,4602,demersal,30.6,27,NA,NA,3/23/99,240,fbs
25765,Plagiogeneion,geminatum,"Parin, 1991",322,4602,demersal,31.18,28,NA,NA,3/23/99,NA,fbs
25766,Plagiogeneion,macrolepis,"McCulloch, 1914",322,4602,demersal,44.64,47,NA,NA,8/3/95,242.5,fbs
25767,Plagiogeneion,rubiginosum,"(Hutton, 1875",322,4602,bathydemersal,40.75,60,NA,1,8/12/94,350,fbs
25768,Plagiogeneion,unispina,"Parin, 1991",322,4602,bathydemersal,27.24,23.89999962,NA,NA,3/23/99,300,fbs
25770,Plagiogrammus,hopkinsii,"Bean, 1894",393,6744,demersal,34.27,20,NA,NA,5/1/91,10.5,fbs
25771,Plagiopsetta,glossa,"Franz, 1910",589,3967,demersal,10,19,NA,0,9/22/95,171.5,fbs
25772,Plagiopsetta,gracilis,"Mihara & Amaoka, 2004",589,3967,bathydemersal,10,4.389999866,NA,NA,2/4/10,325,fbs
25773,Plagiopsetta,stigmosa,"Mihara & Amaoka, 2004",589,3967,bathydemersal,10.46,16.77000046,NA,NA,1/14/10,305,fbs
25777,Plagioscion,pauciradiatus,"Steindachner, 1917",331,798,benthopelagic,47.58,NA,NA,NA,10/20/03,NA,fbs
25781,Plagiotremus,azaleus,"(Jordan & Bollman, 1890",392,3827,reef-associated,19.5,10,NA,NA,11/20/96,12.5,fbs
25782,Plagiotremus,ewaensis,"(Brock, 1948",392,3827,reef-associated,23.88,10.19999981,NA,NA,4/15/93,29.5,fbs
25783,Plagiotremus,flavus,"Smith-Vaniz, 1976",392,3827,demersal,22.3,NA,NA,NA,8/18/05,NA,fbs
25784,Plagiotremus,goslinei,"(Strasburg, 1956",392,3827,reef-associated,14.62,6.349999905,NA,NA,4/15/93,8,fbs
25785,Plagiotremus,iosodon,"Smith-Vaniz, 1976",392,3827,demersal,10,4.5,NA,NA,10/1/03,6,fbs
25786,Plagiotremus,laudandus,"(Whitley, 1961",392,3827,reef-associated,15.01,8,NA,NA,7/15/92,15.5,fbs
25787,Plagiotremus,phenax,"Smith-Vaniz, 1976",392,3827,reef-associated,15.01,8,NA,NA,2/13/95,5.5,fbs
25788,Plagiotremus,rhinorhynchos,"(Bleeker, 1852",392,3827,reef-associated,26.5,12,NA,NA,7/15/92,20.5,fbs
25789,Plagiotremus,spilistius,"Gill, 1865",392,3827,demersal,33.33,17.39999962,NA,NA,3/2/98,58,fbs
25790,Plagiotremus,tapeinosoma,"(Bleeker, 1857",392,3827,reef-associated,24.31,14,NA,NA,7/15/92,23,fbs
25791,Plagiotremus,townsendi,"(Regan, 1905",392,3827,reef-associated,12.01,6,NA,NA,2/13/95,31,fbs
25797,Planiliza,affinis,"(Günther, 1861",359,5876,pelagic-neritic,37.42,39.40000153,408.2999878,NA,10/2/95,NA,fbs
25798,Planiliza,alata,"(Steindachner, 1892",359,5876,benthopelagic,57.01,75,NA,1,4/16/93,NA,fbs
25799,Planiliza,carinata,"(Valenciennes, 1836",359,5876,pelagic-neritic,24.6,18,NA,1,6/27/95,NA,fbs
25800,Planiliza,haematocheilus,"(Temminck & Schlegel, 1845",359,5876,pelagic-neritic,58,80,5000,1,4/27/95,7.5,fbs
