"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"46","Malacoctenus africanus","Malacoctenus","Labrisomidae","Perciformes","Teleostei","Cadenat, 1951","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07349999905,NA
"47","Microlipophrys bauchotae",NA,NA,NA,NA,"(Wirtz &amp; Bath, 1982)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04349999905,NA
"48","Astrapogon stellatus","Astrapogon","Apogonidae","Perciformes","Teleostei","(Cope, 1867)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08,20.5
"49","Derilissus vittiger","Derilissus","Gobiesocidae","Perciformes","Teleostei","Fraser, 1970","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01860000014,NA
"50","Derilissus kremnobates","Derilissus","Gobiesocidae","Perciformes","Teleostei","Fraser, 1970","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0275999999,205.5
"51","Robinsichthys arrowsmithensis","Robinsichthys","Gobiidae","Perciformes","Teleostei","Birdsong, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.02299999952,344
"52","Varicus marilynae","Varicus","Gobiidae","Perciformes","Teleostei","Gilmore, 1979","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.025,76
"53","Vomerogobius flavus","Vomerogobius","Gobiidae","Perciformes","Teleostei","Gilbert, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"54","Evermannichthys bicolor","Evermannichthys","Gobiidae","Perciformes","Teleostei","Thacker, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03,28.5
"55","Evermannichthys silus","Evermannichthys","Gobiidae","Perciformes","Teleostei","B<f6>hlke &amp; Robins, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03,NA
"56","Evermannichthys convictor","Evermannichthys","Gobiidae","Perciformes","Teleostei","B<f6>hlke &amp; Robins, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03,NA
"57","Chriolepis benthonis","Chriolepis","Gobiidae","Perciformes","Teleostei","Ginsburg, 1953","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,252
"58","Coryphopterus kuna",NA,NA,NA,NA,"Victor, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.01710000038,20
"59","Gobioides grahamae","Gobioides","Gobiidae","Perciformes","Teleostei","Palmer &amp; Wheeler, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1729999924,NA
"60","Lipogramma flavescens","Lipogramma","Grammatidae","Perciformes","Teleostei","Gilmore &amp; Jones, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02210000038,235
"61","Tomicodon clarkei","Tomicodon","Gobiesocidae","Perciformes","Teleostei","Williams &amp; Tyler, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,2.5
"62","Tomicodon lavettsmithi","Tomicodon","Gobiesocidae","Perciformes","Teleostei","Williams &amp; Tyler, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02670000076,0.5
"63","Abudefduf margariteus","Abudefduf","Pomacentridae","Perciformes","Teleostei","(Cuvier, 1830)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.16,5
"64","Stegastes otophorus","Stegastes","Pomacentridae","Perciformes","Teleostei","(Poey, 1860)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,1.5
"65","Clinus ornatus",NA,NA,NA,NA,"Gilchrist &amp; Thompson, 1908","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.175,NA
"66","Lutjanus buccanella","Lutjanus","Lutjanidae","Perciformes","Teleostei","(Cuvier, 1828)","dd",5.5,23.8,41.27,64,NA,3.9,14000,"reef-associated",0.75,NA
"67","Haemulon album","Haemulon","Haemulidae","Perciformes","Teleostei","Cuvier, 1830","dd",3.3,14.3,20.0504,24,NA,3.2,7140,"reef-associated",0.79,NA
"68","Callechelys springeri","Callechelys","Ophichthidae","Anguilliformes","Teleostei","(Ginsburg, 1951)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.8009999847,29
"69","Lutjanus jocu","Lutjanus","Lutjanidae","Perciformes","Teleostei","(Bloch &amp; Schneider, 1801)","dd",6.3,28.7,68.3867,77,NA,4.3,28570,"reef-associated",1.28,NA
"70","Catesbya pseudomuraena","Catesbya","Chlopsidae","Anguilliformes","Teleostei","B<f6>hlke &amp; Smith, 1968","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1394999981,NA
"71","Genyatremus cavifrons",NA,NA,NA,NA,"(Cuvier, 1830)","dd",NA,NA,NA,NA,NA,NA,10,"pelagic-neritic",0.1260000038,NA
"72","Albula nemoptera","Albula","Albulidae","Albuliformes","Teleostei","(Fowler, 1911)","dd",1.7,6.8,45.8,48,NA,NA,NA,NA,0.51,NA
"73","Akko dionaea","Akko","Gobiidae","Perciformes","Teleostei","Birdsong &amp; Robins, 1995","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08050000191,NA
"74","Membras vagrans","Membras","Atherinopsidae","Atheriniformes","Teleostei","(Goode &amp; Bean, 1879)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,NA
"75","Gobiomorus polylepis","Gobiomorus","Eleotridae","Perciformes","Teleostei","Ginsburg, 1953","dd",2.7,10.1,1,1,NA,NA,NA,"demersal",0.28,NA
"76","Eviota nigriventris","Eviota","Gobiidae","Perciformes","Teleostei","Giltay, 1933","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03,NA
"77","Eviota pseudostigma","Eviota","Gobiidae","Perciformes","Teleostei","Lachner &amp; Karnella, 1980","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.02059999943,NA
"78","Eviota herrei","Eviota","Gobiidae","Perciformes","Teleostei","Jordan &amp; Seale, 1906","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.01399999976,3
"79","Gobiodon spilophthalmus","Gobiodon","Gobiidae","Perciformes","Teleostei","Fowler, 1944","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03599999905,NA
"80","Lotilia graciliosa","Lotilia","Gobiidae","Perciformes","Teleostei","Klausewitz, 1960","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.045,22.5
"81","Stiphodon percnopterygionus","Stiphodon","Gobiidae","Perciformes","Teleostei","Watson &amp; Chen, 1998","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0374000001,NA
"82","Chelonodon dapsilis",NA,NA,NA,NA,"Whitley 1943","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,NA
"83","Canthigaster flavoreticulata","Canthigaster","Tetraodontidae","Tetraodontiformes","Teleostei","Matsuura, 1986","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,104.5
"84","Arothron carduus","Arothron","Tetraodontidae","Tetraodontiformes","Teleostei","(Cantor, 1849)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"85","Sphoeroides andersonianus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Teleostei","Morrow, 1957","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"86","Sphoeroides georgemilleri","Sphoeroides","Tetraodontidae","Tetraodontiformes","Teleostei","Shipp, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"87","Takifugu variomaculatus","Takifugu","Tetraodontidae","Tetraodontiformes","Teleostei","Li &amp; Kuang, 2002","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1371000004,NA
"88","Torquigener randalli","Torquigener","Tetraodontidae","Tetraodontiformes","Teleostei","Hardy, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1269999981,73.5
"89","Torquigener marleyi","Torquigener","Tetraodontidae","Tetraodontiformes","Teleostei","Fowler, 1929","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"90","Canthigaster investigatoris","Canthigaster","Tetraodontidae","Tetraodontiformes","Teleostei","(Annandale &amp; Jenkins, 1910)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"91","Tetraodon implutus",NA,NA,NA,NA,"Jenyns, 1842","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"92","Torquigener hicksi","Torquigener","Tetraodontidae","Tetraodontiformes","Teleostei","Hardy, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA
"93","Lagocephalus cheesemanii","Lagocephalus","Tetraodontidae","Tetraodontiformes","Teleostei","(Clarke, 1897)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"94","Sphoeroides nitidus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Teleostei","Griffin, 1921","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"95","Arothron leopardus","Arothron","Tetraodontidae","Tetraodontiformes","Teleostei","(Day, 1878)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"96","Acanthostracion notacanthus","Acanthostracion","Ostraciidae","Tetraodontiformes","Teleostei","(Bleeker, 1863)","dd",0.1,0,1.08333,1,NA,NA,NA,"demersal",0.5,NA
"97","Canthigaster punctata","Canthigaster","Tetraodontidae","Tetraodontiformes","Teleostei","Matsuura, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"98","Takifugu basilevskianus","Takifugu","Tetraodontidae","Tetraodontiformes","Teleostei","Basilewsky, 1855","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"99","Takifugu pseudommus","Takifugu","Tetraodontidae","Tetraodontiformes","Teleostei","(Chu, 1935)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"100","Emblemariopsis arawak",NA,NA,NA,NA,"Victor, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02,10
"101","Albula argentea",NA,NA,NA,NA,"(Forster, 1801)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.7,46
"102","Albula oligolepis",NA,NA,NA,NA,"Hidaka, Iwatsuki &amp; Randall, 2008","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3540000153,NA
"103","Albula virgata",NA,NA,NA,NA,"Jordan &amp; Jordan, 1922","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3220000076,NA
"104","Pterothrissus gissu","Pterothrissus","Albulidae","Albuliformes","Teleostei","Hilgendorf, 1877","dd",1.7,6.8,4.065,4,NA,3.3,NA,"benthopelagic",0.5,NA
"105","Elops hawaiensis","Elops","Elopidae","Elopiformes","Teleostei","Regan, 1909","dd",NA,NA,NA,NA,NA,NA,10060,"pelagic-neritic",1.2,15.5
"106","Elops smithi",NA,NA,NA,NA,"McBride, Rocha, Ruiz-Carus &amp; Bowen, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.44,NA
"107","Lutjanus agennes","Lutjanus","Lutjanidae","Perciformes","Teleostei","Bleeker, 1863","dd",NA,NA,NA,NA,NA,NA,60000,"reef-associated",1.39,NA
"108","Paracaesio waltervadi","Paracaesio","Lutjanidae","Perciformes","Teleostei","Anderson &amp; Collette, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4290000153,29
"109","Ocyurus chrysurus","Ocyurus","Lutjanidae","Perciformes","Teleostei","(Bloch, 1791)","dd",5.2,22,65.61,91,NA,4,4070,"reef-associated",0.863,NA
"110","Lutjanus goreensis","Lutjanus","Lutjanidae","Perciformes","Teleostei","(Valenciennes, 1830)","dd",3.4,15.1,19.0167,30,NA,4,NA,"reef-associated",0.8,NA
"111","Lutjanus endecacanthus","Lutjanus","Lutjanidae","Perciformes","Teleostei","Bleeker, 1863","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.85,17.5
"112","Lutjanus dentatus","Lutjanus","Lutjanidae","Perciformes","Teleostei","(Dum<e9>ril, 1861)","dd",NA,NA,NA,NA,NA,NA,50000,"reef-associated",1.5,NA
"113","Paracaesio paragrapsimodon","Paracaesio","Lutjanidae","Perciformes","Teleostei","Anderson &amp; Kailola, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.275,NA
"114","Anisotremus surinamensis","Anisotremus","Haemulidae","Perciformes","Teleostei","(Bloch, 1791)","dd",4.3,19.1,66.4191,69,NA,3.2,5780,"reef-associated",0.76,NA
"115","Parakuhlia macrophthalmus","Parakuhlia","Haemulidae","Perciformes","Teleostei","(Os<f3>rio, 1893)","dd",1.6,5.5,2.13222,2,NA,NA,NA,"demersal",0.2,NA
"116","Plectorhinchus chubbi","Plectorhinchus","Haemulidae","Perciformes","Teleostei","(Regan, 1919)","dd",NA,NA,NA,NA,NA,NA,5000,"reef-associated",0.75,NA
"117","Plectorhinchus mediterraneus","Plectorhinchus","Haemulidae","Perciformes","Teleostei","(Guichenot, 1850)","dd",3.7,16.2,59.09,31,"carnivorous",3.5,7920,"demersal",0.55,27.5
"118","Salilota australis","Salilota","Moridae","Gadiformes","Teleostei","(G<fc>nther, 1878)","dd",2.3,9.2,50.14997,68,NA,4.4,NA,"demersal",0.5,NA
"119","Patagonotothen ramsayi","Patagonotothen","Nototheniidae","Perciformes","Teleostei","(Regan, 1913)","dd",2.5,10.2,39.4986,39,NA,3.5,NA,"benthopelagic",0.44,NA
"120","Bathygobius geminatus",NA,NA,NA,NA,"Tornabene, Baldwin &amp; Pezold, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.03799999952,NA
"121","Chlopsis dentatus","Chlopsis","Chlopsidae","Anguilliformes","Teleostei","(Seale, 1917)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1989999962,209.5
"122","Anarchias supremus",NA,NA,NA,NA,"McCosker &amp; Stewart, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1910000038,NA
"123","Diaphenchelys pelonates",NA,NA,NA,NA,"McCosker &amp; Randall, 2007","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.465,23.5
"124","Enchelycore nycturanus","Enchelycore","Muraenidae","Anguilliformes","Teleostei","Smith, 2002","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2229999924,NA
"125","Gymnothorax austrinus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; McCosker, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"126","Gymnothorax bacalladoi","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; Brito, 1987","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3470000076,310.5
"127","Gymnothorax hansi",NA,NA,NA,NA,"Heemstra, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"128","Gymnothorax polyspondylus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; Randall, 2000","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,190
"129","Gymnothorax prolatus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Sasaki &amp; Amaoka, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3704999924,NA
"130","Gymnothorax randalli","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Smith &amp; B<f6>hlke, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"131","Gymnothorax sagmacephalus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5340000153,NA
"132","Gymnothorax shaoi",NA,NA,NA,NA,"Chen &amp; Loh, 2007","dd",NA,NA,NA,NA,NA,NA,467.7999878,"benthopelagic",0.6859999847,NA
"133","Gymnothorax sokotrensis","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Kotthaus, 1968","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"134","Gymnothorax vagrans","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Seale, 1917)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"135","Uropterygius genie","Uropterygius","Muraenidae","Anguilliformes","Teleostei","Randall &amp; Golani, 1995","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1779999924,9
"136","Uropterygius golanii","Uropterygius","Muraenidae","Anguilliformes","Teleostei","McCosker &amp; Smith, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4529999924,5
"137","Myroconger compressus","Myroconger","Myrocongridae","Anguilliformes","Teleostei","G<fc>nther, 1870","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5379999924,NA
"138","Derilissus nanus","Derilissus","Gobiesocidae","Perciformes","Teleostei","Briggs, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01409999967,40
"139","Gramma dejongi",NA,NA,NA,NA,"Victor &amp; Randall, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.045,17.5
"140","Parioglossus lineatus","Parioglossus","Microdesmidae","Perciformes","Teleostei","Rennis &amp; Hoese, 1985","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"141","Sicyopterus macrostetholepis","Sicyopterus","Gobiidae","Perciformes","Teleostei","(Bleeker, 1853)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1030000019,NA
"142","Taenioides cirratus","Taenioides","Gobiidae","Perciformes","Teleostei","(Blyth, 1860)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,3
"143","Kuhlia munda","Kuhlia","Kuhliidae","Perciformes","Teleostei","(De Vis, 1884)","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1339999962,NA
"144","Rhyacichthys guilberti","Rhyacichthys","Rhyacichthyidae","Perciformes","Teleostei","Dingerkus &amp; S<e9>ret, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,2.5
"145","Oneirodes bradburyae","Oneirodes","Oneirodidae","Lophiiformes","Teleostei","Grey, 1956","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"146","Parasaccogaster rhamphidognatha",NA,NA,NA,NA,"(Cohen, 1987)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.06,NA
"147","Eustomias leptobolus","Eustomias","Stomiidae","Stomiiformes","Teleostei","Regan &amp; Trewavas, 1930","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",NA,NA
"148","Sciades passany","Sciades","Ariidae","Siluriformes","Teleostei","(Valenciennes, 1840)","dd",6.2,28.8,7.71957,8,NA,NA,15000,"demersal",1,NA
"149","Rhombosolea retiaria","Rhombosolea","Rhombosoleidae","Pleuronectiformes","Teleostei","Hutton, 1874","dd",2.3,8.3,2.4667,2,NA,NA,NA,"demersal",0.25,NA
"150","Ariosoma anago","Ariosoma","Congridae","Anguilliformes","Teleostei","(Temminck &amp; Schlegel, 1846)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,16
"151","Ophichthus leonensis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei","Blache, 1975","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2320000076,NA
"152","Heteroconger tricia","Heteroconger","Congridae","Anguilliformes","Teleostei","Castle &amp; Randall, 1999","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4959999847,NA
"153","Promyllantor atlanticus",NA,NA,NA,NA,"Karmovskaya, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.5179999924,NA
"154","Ichthyapus insularis","Ichthyapus","Ophichthidae","Anguilliformes","Teleostei","McCosker, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4270000076,0.5
"155","Ariosoma obud","Ariosoma","Congridae","Anguilliformes","Teleostei","Herre, 1923","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"156","Gorgasia sillneri","Gorgasia","Congridae","Anguilliformes","Teleostei","Klausewitz, 1962","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.8380000305,NA
"157","Gorgasia inferomaculata","Gorgasia","Congridae","Anguilliformes","Teleostei","(Blache, 1977)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"158","Ariosoma bauchotae","Ariosoma","Congridae","Anguilliformes","Teleostei","Karrer, 1982","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"159","Hemerorhinus opici","Hemerorhinus","Ophichthidae","Anguilliformes","Teleostei","Blache &amp; Bauchot, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.325,NA
"160","Ariosoma multivertebratum",NA,NA,NA,NA,"Karmovskaya, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.5420000076,380
"161","Heteroconger tomberua","Heteroconger","Congridae","Anguilliformes","Teleostei","Castle &amp; Randall, 1999","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4279999924,NA
"162","Xyrias guineensis","Xyrias","Ophichthidae","Anguilliformes","Teleostei","(Blache, 1975)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6359999847,NA
"163","Ariosoma ophidiophthalmus","Ariosoma","Congridae","Anguilliformes","Teleostei","Karmovskaya, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"164","Ariosoma anagoides","Ariosoma","Congridae","Anguilliformes","Teleostei","(Bleeker, 1853)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.51,130
"165","Dalophis obtusirostris","Dalophis","Ophichthidae","Anguilliformes","Teleostei","Blache &amp; Bauchot, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3879999924,NA
"166","Ariosoma nigrimanum","Ariosoma","Congridae","Anguilliformes","Teleostei","Norman, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.335,NA
"167","Heteroconger chapmani","Heteroconger","Congridae","Anguilliformes","Teleostei","(Herre, 1923)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.69,NA
"168","Herpetoichthys regius",NA,NA,NA,NA,"(Richardson, 1848)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.9,NA
"169","Gnathophis xenica","Gnathophis","Congridae","Anguilliformes","Teleostei","(Matsubara &amp; Ochiai, 1951)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.32,NA
"170","Acromycter longipectoralis",NA,NA,NA,NA,"Karmovskaya, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"171","Gnathophis heterolinea","Gnathophis","Congridae","Anguilliformes","Teleostei","(Kotthaus, 1968)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,210
"172","Kenyaconger heemstrai","Kenyaconger","Congridae","Anguilliformes","Teleostei","Smith &amp; Karmovskaya, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2670000076,NA
"173","Dalophis multidentatus","Dalophis","Ophichthidae","Anguilliformes","Teleostei","Blache &amp; Bauchot, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1530000019,NA
"174","Castleichthys auritus",NA,NA,NA,NA,"Smith, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"175","Apterichtus gracilis","Apterichtus","Ophichthidae","Anguilliformes","Teleostei","(Kaup, 1856)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3189999962,NA
"176","Conger philippinus","Conger","Congridae","Anguilliformes","Teleostei","Kanazawa, 1958","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"177","Histiobranchus bathybius","Histiobranchus","Synaphobranchidae","Anguilliformes","Teleostei","(G<fc>nther, 1877)","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1.37,2867.5
"178","Gordiichthys ergodes","Gordiichthys","Ophichthidae","Anguilliformes","Teleostei","McCosker, B<f6>hlke &amp; B<f6>hlke, 1989","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,99.5
"179","Bathycongrus bleekeri","Bathycongrus","Congridae","Anguilliformes","Teleostei","Fowler, 1934","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.08,NA
"180","Ariosoma mellissii","Ariosoma","Congridae","Anguilliformes","Teleostei","(G<fc>nther, 1870)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4279999924,NA
"181","Ariosoma megalops","Ariosoma","Congridae","Anguilliformes","Teleostei","Fowler, 1938","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1489999962,NA
"182","Bathycongrus trilineatus","Bathycongrus","Congridae","Anguilliformes","Teleostei","(Castle, 1964)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,225
"183","Rhynchoconger squaliceps","Rhynchoconger","Congridae","Anguilliformes","Teleostei","(Alcock, 1894)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"184","Ariosoma sazonovi",NA,NA,NA,NA,"Karmovskaya, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,300
"185","Bascanichthys inopinatus","Bascanichthys","Ophichthidae","Anguilliformes","Teleostei","McCosker, B<f6>hlke &amp; B<f6>hlke, 1989","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"186","Paraconger ophichthys","Paraconger","Congridae","Anguilliformes","Teleostei","(Garman, 1899)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,976.5
"187","Gorgasia cotroneii","Gorgasia","Congridae","Anguilliformes","Teleostei","(D'Ancona, 1928)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"188","Heteroconger balteatus","Heteroconger","Congridae","Anguilliformes","Teleostei","Castle &amp; Randall, 1999","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"189","Albula koreana",NA,NA,NA,NA,"Kwun &amp; Kim, 2011","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.3500999832,NA
"190","Ilisha obfuscata","Ilisha","Pristigasteridae","Clupeiformes","Teleostei","Wongratana, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.07400000095,25
"191","Pellona dayi","Pellona","Pristigasteridae","Clupeiformes","Teleostei","Wongratana, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.135,25
"192","Upeneus indicus",NA,NA,NA,NA,"Uiblein &amp; Heemstra, 2010","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.14,NA
"193","Acentrogobius ennorensis","Acentrogobius","Gobiidae","Perciformes","Teleostei","Menon &amp; Rema Devi, 1980","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05800000191,NA
"194","Awaous fluviatilis","Awaous","Gobiidae","Perciformes","Teleostei","(Rao, 1971)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01700000048,NA
"195","Oligolepis dasi",NA,NA,NA,NA,"(Talwar, Chatterjee &amp; Dev Roy, 1982)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"196","Oxyurichthys paulae","Oxyurichthys","Gobiidae","Perciformes","Teleostei","Pezold, 1998","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06840000153,NA
"197","Parapocryptes rictuosus","Parapocryptes","Gobiidae","Perciformes","Teleostei","(Valenciennes, 1837)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA
"198","Silhouettea indica","Silhouettea","Gobiidae","Perciformes","Teleostei","Visweswara Rao, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.035,NA
