"","db","query","class","order","family","genus"
"12428","itis","Tylosurus choram","Teleostei","Beloniformes","Belonidae","Tylosurus"
"12429","itis","Upeneus asymmetricus","Teleostei","Perciformes","Mullidae","Upeneus"
"12430","itis","Abudefduf nigrimargo",NA,NA,NA,NA
"12431","itis","Abalistes stellatus","Teleostei","Tetraodontiformes","Balistidae","Abalistes"
"12432","itis","Ablabys gymnothorax",NA,NA,NA,NA
"12433","itis","Ablabys macracanthus","Teleostei","Scorpaeniformes","Scorpaenidae","Ablabys"
"12434","itis","Ablabys pauciporus",NA,NA,NA,NA
"12435","itis","Ablabys taenianotus","Teleostei","Scorpaeniformes","Scorpaenidae","Ablabys"
"12436","itis","Acanthaphritis barbata","Teleostei","Perciformes","Percophidae","Acanthaphritis"
"12437","itis","Acanthaphritis grandisquamis","Teleostei","Perciformes","Percophidae","Acanthaphritis"
"12438","itis","Acanthaphritis ozawai","Teleostei","Perciformes","Percophidae","Acanthaphritis"
"12439","itis","Acanthaphritis unoorum","Teleostei","Perciformes","Percophidae","Acanthaphritis"
"12440","itis","Acanthistius fuscus","Teleostei","Perciformes","Serranidae","Acanthistius"
"12441","itis","Acanthistius pardalotus","Teleostei","Perciformes","Serranidae","Acanthistius"
"12442","itis","Acanthistius paxtoni","Teleostei","Perciformes","Serranidae","Acanthistius"
"12443","itis","Acanthistius serratus","Teleostei","Perciformes","Serranidae","Acanthistius"
"12444","itis","Acanthocepola abbreviata","Teleostei","Perciformes","Cepolidae","Acanthocepola"
"12445","itis","Acanthocepola indica","Teleostei","Perciformes","Cepolidae","Acanthocepola"
"12446","itis","Acanthocepola krusensternii","Teleostei","Perciformes","Cepolidae","Acanthocepola"
"12447","itis","Acanthocepola limbata","Teleostei","Perciformes","Cepolidae","Acanthocepola"
"12448","itis","Acanthoclinus fuscus","Teleostei","Perciformes","Plesiopidae","Acanthoclinus"
"12449","itis","Acanthoclinus marilynae","Teleostei","Perciformes","Plesiopidae","Acanthoclinus"
"12450","itis","Acanthoclinus matti","Teleostei","Perciformes","Plesiopidae","Acanthoclinus"
"12451","itis","Acanthoclinus rua","Teleostei","Perciformes","Plesiopidae","Acanthoclinus"
"12452","itis","Acanthodraco dewitti","Teleostei","Perciformes","Bathydraconidae","Acanthodraco"
"12453","itis","Acanthogobius elongatus","Teleostei","Perciformes","Gobiidae","Acanthogobius"
"12454","itis","Acanthogobius lactipes","Teleostei","Perciformes","Gobiidae","Acanthogobius"
"12455","itis","Acanthogobius luridus","Teleostei","Perciformes","Gobiidae","Acanthogobius"
"12456","itis","Acanthogobius stigmothonus",NA,NA,NA,NA
"12457","itis","Acantholiparis caecus","Teleostei","Scorpaeniformes","Liparidae","Acantholiparis"
"12458","itis","Acantholiparis opercularis","Teleostei","Scorpaeniformes","Liparidae","Acantholiparis"
"12459","itis","Acanthopagrus datnia","Teleostei","Perciformes","Sparidae","Acanthopagrus"
"12460","itis","Acanthoplesiops echinatus","Teleostei","Perciformes","Plesiopidae","Acanthoplesiops"
"12461","itis","Acanthoplesiops hiatti","Teleostei","Perciformes","Plesiopidae","Acanthoplesiops"
"12462","itis","Acanthoplesiops jessicae",NA,NA,NA,NA
"12463","itis","Acanthoplesiops naka","Teleostei","Perciformes","Plesiopidae","Acanthoplesiops"
"12464","itis","Acanthoplesiops psilogaster","Teleostei","Perciformes","Plesiopidae","Acanthoplesiops"
"12465","itis","Acanthostracion guineense",NA,NA,NA,NA
"12466","itis","Allenbatrachus reticulatus","Teleostei","Batrachoidiformes","Batrachoididae","Allenbatrachus"
"12467","itis","Allenichthys glauerti","Teleostei","Lophiiformes","Antennariidae","Allenichthys"
"12468","itis","Allips concolor","Teleostei","Anguilliformes","Ophichthidae","Allips"
"12469","itis","Acanthurus randalli",NA,NA,NA,NA
"12470","itis","Acentrogobius cenderawasih",NA,NA,NA,NA
"12471","itis","Acentrogobius limarius",NA,NA,NA,NA
"12472","itis","Acentrogobius masoni","Teleostei","Perciformes","Gobiidae","Acentrogobius"
"12473","itis","Acentrogobius moloanus",NA,NA,NA,NA
"12474","itis","Acentrogobius multifasciatus","Teleostei","Perciformes","Gobiidae","Acentrogobius"
"12475","itis","Acentrogobius nebulosus",NA,NA,NA,NA
"12476","itis","Acentrogobius pflaumii","Teleostei","Perciformes","Gobiidae","Acentrogobius"
"12477","itis","Acentrogobius suluensis","Teleostei","Perciformes","Gobiidae","Acentrogobius"
"12478","itis","Acentrogobius vanderloosi",NA,NA,NA,NA
"12479","itis","Acentrogobius viganensis","Teleostei","Perciformes","Gobiidae","Acentrogobius"
"12480","itis","Acentrogobius violarisi",NA,NA,NA,NA
"12481","itis","Acentronura breviperula",NA,NA,NA,NA
"12482","itis","Achiroides melanorhynchus","Teleostei","Pleuronectiformes","Soleidae","Achiroides"
"12483","itis","Achirus mucuri","Teleostei","Pleuronectiformes","Achiridae","Achirus"
"12484","itis","Acropoma argentistigma","Teleostei","Perciformes","Acropomatidae","Acropoma"
"12485","itis","Acropoma hanedai","Teleostei","Perciformes","Acropomatidae","Acropoma"
"12486","itis","Acropoma lecorneti","Teleostei","Perciformes","Acropomatidae","Acropoma"
"12487","itis","Acropoma profundum",NA,NA,NA,NA
"12488","itis","Acyrtus pauciradiatus",NA,NA,NA,NA
"12489","itis","Adelosebastes latens","Teleostei","Scorpaeniformes","Scorpaenidae","Adelosebastes"
"12490","itis","Adelotremus deloachi",NA,NA,NA,NA
"12491","itis","Adventor elongatus","Teleostei","Scorpaeniformes","Aploactinidae","Adventor"
"12492","itis","Aetapcus maculatus","Teleostei","Scorpaeniformes","Pataecidae","Aetapcus"
"12493","itis","Aetheliparis taurocanis",NA,NA,NA,NA
"12494","itis","Aethotaxis mitopteryx","Teleostei","Perciformes","Nototheniidae","Aethotaxis"
"12495","itis","Afurcagobius suppositus","Teleostei","Perciformes","Gobiidae","Afurcagobius"
"12496","itis","Agonomalus jordani","Teleostei","Scorpaeniformes","Agonidae","Agonomalus"
"12497","itis","Agonomalus mozinoi","Teleostei","Scorpaeniformes","Agonidae","Agonomalus"
"12498","itis","Agonomalus proboscidalis","Teleostei","Scorpaeniformes","Agonidae","Agonomalus"
"12499","itis","Agonopsis asperoculis","Teleostei","Scorpaeniformes","Agonidae","Agonopsis"
"12500","itis","Agonopsis chiloensis","Teleostei","Scorpaeniformes","Agonidae","Agonopsis"
"12501","itis","Agonopsis sterletus","Teleostei","Scorpaeniformes","Agonidae","Agonopsis"
"12502","itis","Agonopsis vulsa","Teleostei","Scorpaeniformes","Agonidae","Agonopsis"
"12503","itis","Agonostomus telfairii","Teleostei","Mugiliformes","Mugilidae","Agonostomus"
"12504","itis","Aiakas kreffti","Teleostei","Perciformes","Zoarcidae","Aiakas"
"12505","itis","Aiakas zinorum","Teleostei","Perciformes","Zoarcidae","Aiakas"
"12506","itis","Aioliops megastigma","Teleostei","Perciformes","Microdesmidae","Aioliops"
"12507","itis","Aioliops novaeguineae","Teleostei","Perciformes","Microdesmidae","Aioliops"
"12508","itis","Aioliops tetrophthalmus","Teleostei","Perciformes","Microdesmidae","Aioliops"
"12509","itis","Alabes bathys",NA,NA,NA,NA
"12510","itis","Alabes brevis","Teleostei","Perciformes","Gobiesocidae","Alabes"
"12511","itis","Alabes dorsalis","Teleostei","Perciformes","Gobiesocidae","Alabes"
"12512","itis","Alabes elongata",NA,NA,NA,NA
"12513","itis","Alabes gibbosa",NA,NA,NA,NA
"12514","itis","Alabes hoesei","Teleostei","Perciformes","Gobiesocidae","Alabes"
"12515","itis","Alabes obtusirostris",NA,NA,NA,NA
"12516","itis","Alabes occidentalis",NA,NA,NA,NA
"12517","itis","Alabes scotti",NA,NA,NA,NA
"12518","itis","Albula gilberti",NA,NA,NA,NA
"12519","itis","Albula goreensis",NA,NA,NA,NA
"12520","itis","Albula pacifica",NA,NA,NA,NA
"12521","itis","Aldrovandia mediorostris","Teleostei","Albuliformes","Halosauridae","Aldrovandia"
"12522","itis","Alectrias alectrolophus","Teleostei","Perciformes","Stichaeidae","Alectrias"
"12523","itis","Alectrias benjamini","Teleostei","Perciformes","Stichaeidae","Alectrias"
"12524","itis","Alectrias cirratus","Teleostei","Perciformes","Stichaeidae","Alectrias"
"12525","itis","Alectrias gallinus","Teleostei","Perciformes","Stichaeidae","Alectrias"
"12526","itis","Alectrias markevichi",NA,NA,NA,NA
"12527","itis","Alectrias mutsuensis","Teleostei","Perciformes","Stichaeidae","Alectrias"
"12528","itis","Alectridium aurantiacum","Teleostei","Perciformes","Stichaeidae","Alectridium"
"12529","itis","Alepocephalus antipodianus","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12530","itis","Alepocephalus asperifrons","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12531","itis","Alepocephalus bicolor","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12532","itis","Alepocephalus blanfordii","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12533","itis","Alepocephalus dentifer","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12534","itis","Alepocephalus fundulus","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12535","itis","Alepocephalus longiceps","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12536","itis","Alepocephalus longirostris","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12537","itis","Alepocephalus melas","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12538","itis","Alepocephalus planifrons","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12539","itis","Alepocephalus tenebrosus","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12540","itis","Alepocephalus triangularis","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12541","itis","Alepocephalus umbriceps","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"12542","itis","Alertichthys blacki","Teleostei","Scorpaeniformes","Congiopodidae","Alertichthys"
"12543","itis","Allocareproctus jordani","Teleostei","Scorpaeniformes","Liparidae","Allocareproctus"
"12544","itis","Allocareproctus kallaion",NA,NA,NA,NA
"12545","itis","Allocareproctus tanix",NA,NA,NA,NA
"12546","itis","Allocareproctus unangas",NA,NA,NA,NA
"12547","itis","Allocareproctus ungak",NA,NA,NA,NA
"12548","itis","Allocyttus folletti","Teleostei","Zeiformes","Oreosomatidae","Allocyttus"
"12549","itis","Allocyttus niger","Teleostei","Zeiformes","Oreosomatidae","Allocyttus"
"12550","itis","Allosmerus elongatus","Teleostei","Osmeriformes","Osmeridae","Allosmerus"
"12551","itis","Alosa maeotica","Teleostei","Clupeiformes","Clupeidae","Alosa"
"12552","itis","Alosa tanaica","Teleostei","Clupeiformes","Clupeidae","Alosa"
"12553","itis","Amamiichthys matsubarai",NA,NA,NA,NA
"12554","itis","Amarsipus carlsbergi","Teleostei","Perciformes","Amarsipidae","Amarsipus"
"12555","itis","Ambassis jacksoniensis","Teleostei","Perciformes","Chandidae","Ambassis"
"12556","itis","Ambassis kopsii","Teleostei","Perciformes","Chandidae","Ambassis"
"12557","itis","Ammodytoides renniei","Teleostei","Perciformes","Ammodytidae","Ammodytoides"
"12558","itis","Ammodytoides vagus","Teleostei","Perciformes","Ammodytidae","Ammodytoides"
"12559","itis","Ammodytoides xanthops",NA,NA,NA,NA
"12560","itis","Amniataba caudavittata","Teleostei","Perciformes","Terapontidae","Amniataba"
"12561","itis","Antigonia emanuela",NA,NA,NA,NA
"12562","itis","Antigonia eos","Teleostei","Zeiformes","Caproidae","Antigonia"
"12563","itis","Antigonia hulleyi",NA,NA,NA,NA
"12564","itis","Antigonia indica","Teleostei","Zeiformes","Caproidae","Antigonia"
"12565","itis","Antigonia kenyae",NA,NA,NA,NA
"12566","itis","Antigonia malayana","Teleostei","Zeiformes","Caproidae","Antigonia"
"12567","itis","Antigonia ovalis",NA,NA,NA,NA
"12568","itis","Antigonia quiproqua",NA,NA,NA,NA
"12569","itis","Antigonia rhomboidea","Teleostei","Zeiformes","Caproidae","Antigonia"
"12570","itis","Antigonia rubescens","Teleostei","Zeiformes","Caproidae","Antigonia"
"12571","itis","Antigonia rubicunda","Teleostei","Zeiformes","Caproidae","Antigonia"
"12572","itis","Antigonia saya","Teleostei","Zeiformes","Caproidae","Antigonia"
"12573","itis","Antigonia socotrae",NA,NA,NA,NA
"12574","itis","Antigonia undulata",NA,NA,NA,NA
"12575","itis","Antigonia xenolepis","Teleostei","Zeiformes","Caproidae","Antigonia"
"12576","itis","Amblychaeturichthys hexanema","Teleostei","Perciformes","Gobiidae","Amblychaeturichthys"
"12577","itis","Amblychaeturichthys sciistius","Teleostei","Perciformes","Gobiidae","Amblychaeturichthys"
"12578","itis","Amblycirrhitus oxyrhynchos","Teleostei","Perciformes","Cirrhitidae","Amblycirrhitus"
"12579","itis","Amblyeleotris arcupinna","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12580","itis","Amblyeleotris bellicauda","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12581","itis","Amblyeleotris biguttata","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12582","itis","Amblyeleotris bleekeri",NA,NA,NA,NA
"12583","itis","Amblyeleotris ellipse","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12584","itis","Amblyeleotris harrisorum","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12585","itis","Amblyeleotris macronema","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12586","itis","Amblyeleotris marquesas","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12587","itis","Amblyeleotris masuii","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12588","itis","Amblyeleotris melanocephala","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12589","itis","Amblyeleotris neumanni",NA,NA,NA,NA
"12590","itis","Amblyeleotris novaecaledoniae","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12591","itis","Amblyeleotris rhyax","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12592","itis","Amblyeleotris rubrimarginata","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12593","itis","Amblyeleotris stenotaeniata","Teleostei","Perciformes","Gobiidae","Amblyeleotris"
"12594","itis","Amblyeleotris taipinensis",NA,NA,NA,NA
"12595","itis","Amblyglyphidodon flavopurpureus",NA,NA,NA,NA
"12596","itis","Amblyglyphidodon orbicularis","Teleostei","Perciformes","Pomacentridae","Amblyglyphidodon"
"12597","itis","Amblyglyphidodon silolona",NA,NA,NA,NA
"12598","itis","Amblygobius calvatus",NA,NA,NA,NA
"12599","itis","Amblygobius cheraphilus",NA,NA,NA,NA
"12600","itis","Amblygobius magnusi",NA,NA,NA,NA
"12601","itis","Amblypomacentrus vietnamicus",NA,NA,NA,NA
"12602","itis","Amblyrhynchotes rufopunctatus",NA,NA,NA,NA
"12603","itis","Ambophthalmos angustus","Teleostei","Scorpaeniformes","Psychrolutidae","Ambophthalmos"
"12604","itis","Ambophthalmos eurystigmatephoros","Teleostei","Scorpaeniformes","Psychrolutidae","Ambophthalmos"
"12605","itis","Ambophthalmos magnicirrus","Teleostei","Scorpaeniformes","Psychrolutidae","Ambophthalmos"
"12606","itis","Amioides polyacanthus",NA,NA,NA,NA
"12607","itis","Amissidens hainesi","Teleostei","Siluriformes","Ariidae","Amissidens"
"12608","itis","Ammodytes marinus","Teleostei","Perciformes","Ammodytidae","Ammodytes"
"12609","itis","Ammodytes personatus","Teleostei","Perciformes","Ammodytidae","Ammodytes"
"12610","itis","Ammodytoides idai",NA,NA,NA,NA
"12611","itis","Ammodytoides kanazawai",NA,NA,NA,NA
"12612","itis","Ammodytoides kimurai","Teleostei","Perciformes","Ammodytidae","Ammodytoides"
"12613","itis","Ammodytoides leptus","Teleostei","Perciformes","Ammodytidae","Ammodytoides"
"12614","itis","Ammodytoides praematura",NA,NA,NA,NA
"12615","itis","Ammodytoides pylei","Teleostei","Perciformes","Ammodytidae","Ammodytoides"
