"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num","iucn_text"
"2767","Gymnothorax javanicus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1859)","1",0.1,0,50.4919,237,NA,3.9,30000,"reef-associated",3,NA,"Least Concern"
"2768","Gymnothorax johnsoni","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Smith, 1962)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",1.3,210,"Least Concern"
"2769","Gymnothorax kidako","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Temminck &amp; Schlegel, 1846)","1",0.1,0,58.31,97,NA,4.5,NA,"reef-associated",0.915,NA,"Least Concern"
"2770","Gymnothorax kolpos","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; B<f6>hlke, 1980","1",NA,NA,NA,NA,NA,NA,1090,"demersal",0.91,NA,"Least Concern"
"2771","Gymnothorax kontodontos","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke, 2000","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.18,16.5,"Least Concern"
"2772","Gymnothorax longinquus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Whitley, 1948)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA,"Least Concern"
"2773","Gymnothorax mareei","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Poll, 1953","1",0.1,0,1,1,NA,NA,NA,"demersal",0.4,NA,"Least Concern"
"2774","Gymnothorax margaritophorus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Bleeker, 1864","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.7,16.5,"Least Concern"
"2775","Gymnothorax marshallensis","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Schultz, 1953)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.18,5.5,"Least Concern"
"2776","Gymnothorax mccoskeri","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Smith &amp; B<f6>hlke, 1997","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3160000038,45.5,"Least Concern"
"2777","Gymnothorax megaspilus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; Randall, 1995","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.595,NA,"Least Concern"
"2778","Gymnothorax melatremus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Schultz, 1953","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3,29.5,"Least Concern"
"2779","Gymnothorax meleagris","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Shaw, 1795)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.2,26,"Least Concern"
"2780","Gymnothorax microstictus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke, 2000","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,17.5,"Least Concern"
"2781","Gymnothorax miliaris","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Kaup, 1856)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.7,30,"Least Concern"
"2782","Gymnothorax minor","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Temminck &amp; Schlegel, 1846)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.545,121,"Least Concern"
"2783","Gymnothorax moluccensis","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1864)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.45,13.5,"Least Concern"
"2784","Gymnothorax monochrous","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1856)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.8,10.5,"Least Concern"
"2785","Gymnothorax monostigma","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Regan, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.65,NA,"Least Concern"
"2786","Gymnothorax mordax","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Ayres, 1859)","1",5.9,28.9,9.09,8,NA,4.5,NA,"demersal",1.52,NA,"Least Concern"
"2787","Gymnothorax moringa","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Cuvier, 1829)","1",0.1,0,66.649,79,NA,4.5,2510,"reef-associated",2,NA,"Least Concern"
"2788","Gymnothorax neglectus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Tanaka, 1911","1",NA,NA,NA,NA,NA,NA,NA,"demersal",1.2,NA,"Least Concern"
"2789","Gymnothorax niphostigmus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Chen, Shao &amp; Chen, 1996","1",NA,NA,NA,NA,NA,NA,796.7999878,"demersal",0.8819999695,92.5,"Least Concern"
"2790","Gymnothorax nubilus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Richardson, 1848)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.82,NA,"Least Concern"
"2791","Gymnothorax nudivomer","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(G<fc>nther, 1867)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.8,136.5,"Least Concern"
"2792","Gymnothorax nuttingi","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Snyder, 1904","1",NA,NA,NA,NA,NA,NA,NA,"demersal",1.12,251,"Least Concern"
"2793","Gymnothorax obesus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Whitley, 1932)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.8,NA,"Least Concern"
"2794","Gymnothorax ocellatus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Agassiz, 1831","1",0.1,0,68.465,75,NA,4.1,NA,"reef-associated",0.9,NA,"Least Concern"
"2795","Gymnothorax phasmatodes","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Smith, 1962)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.46,NA,"Least Concern"
"2796","Gymnothorax philippinus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Jordan &amp; Seale, 1907","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,NA,"Least Concern"
"2797","Gymnothorax pictus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Ahl, 1789)","1",0.1,0,61.0433,255,NA,4.2,NA,"reef-associated",1.4,NA,"Least Concern"
"2798","Gymnothorax pikei","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Bliss, 1883","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.77,NA,"Least Concern"
"2799","Gymnothorax pindae","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Smith, 1962","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.39,NA,"Least Concern"
"2800","Gymnothorax prasinus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Richardson, 1848)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.915,NA,"Least Concern"
"2801","Gymnothorax prionodon","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Ogilby, 1895","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.5,NA,"Least Concern"
"2802","Gymnothorax prismodon","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke &amp; Randall, 2000","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4970000076,27,"Least Concern"
"2803","Gymnothorax pseudoherrei","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke, 2000","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,8,"Least Concern"
"2804","Gymnothorax pseudothyrsoideus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1852)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.8,10,"Least Concern"
"2805","Gymnothorax punctatus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Bloch &amp; Schneider, 1801","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.9,NA,"Least Concern"
"2806","Gymnothorax richardsonii","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1852)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.34,8,"Least Concern"
"2807","Gymnothorax robinsi","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","B<f6>hlke, 1997","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1820000076,19,"Least Concern"
"2808","Gymnothorax saxicola","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Jordan &amp; Davis, 1891","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,14.5,"Least Concern"
"2809","Gymnothorax steindachneri","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Jordan &amp; Evermann, 1903","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.91,64.5,"Least Concern"
"2810","Gymnothorax thyrsoideus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Richardson, 1845)","1",NA,NA,NA,NA,NA,NA,568.2999878,"reef-associated",0.7319999695,15,"Least Concern"
"2811","Gymnothorax tile","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Hamilton, 1822)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,5.5,"Least Concern"
"2812","Gymnothorax undulatus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Lacep<e8>de, 1803)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.5,55.5,"Least Concern"
"2813","Gymnothorax vicinus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","(Castelnau, 1855)","1",NA,NA,NA,NA,NA,NA,750,"reef-associated",1.32,NA,"Least Concern"
"2814","Gymnothorax woodwardi","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","McCulloch, 1912","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA,"Least Concern"
"2815","Gymnothorax ypsilon","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Hatooka &amp; Randall, 1992","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.89,152.5,"Least Concern"
"2816","Gymnothorax zonipectis","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Seale, 1906","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.5,24,"Least Concern"
"2817","Muraena pavonina","Muraena","Muraenidae","Anguilliformes","Teleostei","Richardson, 1845","1",0.1,0,5.766667,5,NA,NA,NA,"demersal",0.512,NA,"Least Concern"
"2818","Muraena retifera","Muraena","Muraenidae","Anguilliformes","Teleostei","Goode &amp; Bean, 1882","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,43,"Least Concern"
"2819","Muraena robusta","Muraena","Muraenidae","Anguilliformes","Teleostei","Os<f3>rio, 1911","1",0.1,0,16.2583,54,NA,4,NA,"demersal",1.5,NA,"Least Concern"
"2820","Pseudechidna brummeri","Pseudechidna","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1859)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.03,4.5,"Least Concern"
"2821","Scuticaria okinawae","Scuticaria","Muraenidae","Anguilliformes","Teleostei","(Jordan &amp; Snyder, 1901)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.905,NA,"Least Concern"
"2822","Scuticaria tigrina","Scuticaria","Muraenidae","Anguilliformes","Teleostei","(Lesson, 1828)","1",0.1,0,80.2,217,NA,NA,NA,"reef-associated",1.2,NA,"Least Concern"
"2823","Uropterygius concolor","Uropterygius","Muraenidae","Anguilliformes","Teleostei","R<fc>ppell, 1838","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.5,5.5,"Least Concern"
"2824","Uropterygius fasciolatus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Regan, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.53,5,"Least Concern"
"2825","Uropterygius inornatus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","Gosline, 1958","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.19,13,"Least Concern"
"2826","Uropterygius kamar","Uropterygius","Muraenidae","Anguilliformes","Teleostei","McCosker &amp; Randall, 1977","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.37,29,"Least Concern"
"2827","Uropterygius macrocephalus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1864)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.47,7.5,"Least Concern"
"2828","Uropterygius macularius","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Lesueur, 1825)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3,NA,"Least Concern"
"2829","Uropterygius marmoratus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Lacep<e8>de, 1803)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.62,10.5,"Least Concern"
"2830","Uropterygius micropterus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Bleeker, 1852)","1",NA,NA,NA,NA,NA,NA,41.5,"reef-associated",0.3729999924,NA,"Least Concern"
"2831","Uropterygius nagoensis","Uropterygius","Muraenidae","Anguilliformes","Teleostei","Hatooka, 1984","1",0.1,0,45.1706,137,NA,NA,NA,"demersal",0.713,NA,"Least Concern"
"2832","Uropterygius polyspilus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Regan, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.78,9.5,"Least Concern"
"2833","Uropterygius supraforatus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","(Regan, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4,NA,"Least Concern"
"2834","Uropterygius xanthopterus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","Bleeker, 1859","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.62,30.5,"Least Concern"
"2835","Uropterygius xenodontus","Uropterygius","Muraenidae","Anguilliformes","Teleostei","McCosker &amp; Smith, 1997","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.53,7.5,"Least Concern"
"2836","Aldrovandia phalacra","Aldrovandia","Halosauridae","Albuliformes","Teleostei","(Vaillant, 1888)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.5,1400,"Least Concern"
"2837","Aldrovandia rostrata","Aldrovandia","Halosauridae","Albuliformes","Teleostei","(G<fc>nther, 1878)","1",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.5079999924,3859.5,"Least Concern"
"2838","Halosauropsis macrochir","Halosauropsis","Halosauridae","Albuliformes","Teleostei","(G<fc>nther, 1878)","1",0.1,0,100.4799,230,NA,3.3,NA,"bathydemersal",0.9,NA,"Least Concern"
"2839","Halosaurus attenuatus","Halosaurus","Halosauridae","Albuliformes","Teleostei","Garman, 1899","1",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.4059999847,2400,"Least Concern"
"2840","Halosaurus johnsonianus","Halosaurus","Halosauridae","Albuliformes","Teleostei","Vaillant, 1888","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.5,1440,"Least Concern"
"2841","Halosaurus ovenii","Halosaurus","Halosauridae","Albuliformes","Teleostei","Johnson, 1864","1",NA,NA,NA,NA,"carnivorous",3.5,NA,"bathydemersal",0.45,600,"Least Concern"
"2842","Notacanthus chemnitzii","Notacanthus","Notacanthidae","Albuliformes","Teleostei","Bloch, 1788","1",0.1,0,124.17,283,NA,3.5,NA,"benthopelagic",1.2,NA,"Least Concern"
"2843","Ptereleotris randalli","Ptereleotris","Microdesmidae","Perciformes","Teleostei","Gasparini, Rocha &amp; Floeter, 2001","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08699999809,34,"Least Concern"
"2844","Tomicodon briggsi","Tomicodon","Gobiesocidae","Perciformes","Teleostei","Williams &amp; Tyler, 2003","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01730000019,6,"Least Concern"
"2845","Tomicodon reitzae","Tomicodon","Gobiesocidae","Perciformes","Teleostei","Briggs, 2001","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.035,2,"Least Concern"
"2846","Eucinostomus havana","Eucinostomus","Gerreidae","Perciformes","Teleostei","(Nichols, 1912)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,22.5,"Least Concern"
"2847","Apogon axillaris","Apogon","Apogonidae","Perciformes","Teleostei","Valenciennes, 1832","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,19.5,"Least Concern"
"2848","Apogon imberbis","Apogon","Apogonidae","Perciformes","Teleostei","(Linnaeus, 1758)","1",1,3.1,NA,NA,"carnivorous",3.8,NA,"reef-associated",0.11,27.5,"Least Concern"
"2849","Thryssa baelama","Thryssa","Engraulidae","Clupeiformes","Teleostei","(Forssk<e5>l, 1775)","1",NA,NA,NA,NA,NA,NA,NA,"pelagic",0.16,25,"Least Concern"
"2850","Parioglossus formosus","Parioglossus","Microdesmidae","Perciformes","Teleostei","(Smith, 1931)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.045,7.5,"Least Concern"
"2851","Parioglossus palustris","Parioglossus","Microdesmidae","Perciformes","Teleostei","(Herre, 1945)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02799999952,NA,"Least Concern"
"2852","Parioglossus rainfordi","Parioglossus","Microdesmidae","Perciformes","Teleostei","McCulloch, 1921","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,2.5,"Least Concern"
"2853","Parioglossus raoi","Parioglossus","Microdesmidae","Perciformes","Teleostei","(Herre, 1939)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.035,NA,"Least Concern"
"2854","Periophthalmus argentilineatus","Periophthalmus","Gobiidae","Perciformes","Teleostei","Valenciennes, 1837","1",2.4,8.5,59.8433,153,NA,3.3,NA,"reef-associated",0.19,NA,"Least Concern"
"2855","Periophthalmus kalolo","Periophthalmus","Gobiidae","Perciformes","Teleostei","Lesson, 1831","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1410000038,1,"Least Concern"
"2856","Stenogobius genivittatus","Stenogobius","Gobiidae","Perciformes","Teleostei","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,NA,"Least Concern"
"2857","Plectorhinchus gibbosus","Plectorhinchus","Haemulidae","Perciformes","Teleostei","(Lacep<e8>de, 1802)","1",3.3,14.4,59.6109,150,NA,3.6,NA,"reef-associated",0.75,NA,"Least Concern"
"2858","Kuhlia mugil","Kuhlia","Kuhliidae","Perciformes","Teleostei","(Forster, 1801)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4,10.5,"Least Concern"
"2859","Crenimugil heterocheilos","Crenimugil","Mugilidae","Mugiliformes","Teleostei","(Bleeker, 1855)","1",4,16.8,1.07333,2,NA,NA,NA,"demersal",0.5,NA,"Least Concern"
"2860","Siganus vermiculatus","Siganus","Siganidae","Perciformes","Teleostei","(Valenciennes, 1835)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.45,10,"Least Concern"
"2861","Microphis argulus","Microphis","Syngnathidae","Gasterosteiformes","Teleostei","(Peters, 1855)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA,"Least Concern"
"2862","Mesopristes argenteus","Mesopristes","Terapontidae","Perciformes","Teleostei","(Cuvier, 1829)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.3,NA,"Least Concern"
"2863","Mesopristes cancellatus","Mesopristes","Terapontidae","Perciformes","Teleostei","(Cuvier, 1829)","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.23,NA,"Least Concern"
"2864","Ijimaia antillarum","Ijimaia","Ateleopodidae","Ateleopodiformes","Teleostei","Howell Rivero, 1935","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.855,NA,"Least Concern"
"2865","Opsanus pardus","Opsanus","Batrachoididae","Batrachoidiformes","Teleostei","(Goode &amp; Bean, 1880)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.38,NA,"Least Concern"
"2866","Fundulus pulvereus","Fundulus","Fundulidae","Cyprinodontiformes","Teleostei","(Evermann, 1892)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.065,NA,"Least Concern"
"2867","Coryphaenoides mexicanus","Coryphaenoides","Macrouridae","Gadiformes","Teleostei","(Parr, 1946)","1",3.2,12.9,38.1226,13,NA,NA,NA,"bathydemersal",0.4,NA,"Least Concern"
"2868","Ogcocephalus declivirostris","Ogcocephalus","Ogcocephalidae","Lophiiformes","Teleostei","Bradbury, 1980","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.165,196,"Least Concern"
"2869","Gunterichthys longipenis","Gunterichthys","Bythitidae","Ophidiiformes","Teleostei","Dawson, 1966","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,4.5,"Least Concern"
"2870","Chasmodes longimaxilla","Chasmodes","Blenniidae","Perciformes","Teleostei","Williams, 1983","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08,NA,"Least Concern"
"2871","Hypleurochilus caudovittatus","Hypleurochilus","Blenniidae","Perciformes","Teleostei","Bath, 1994","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05900000095,NA,"Least Concern"
"2872","Hypleurochilus multifilis","Hypleurochilus","Blenniidae","Perciformes","Teleostei","(Girard, 1858)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1019999981,NA,"Least Concern"
"2873","Microdesmus lanceolatus","Microdesmus","Microdesmidae","Perciformes","Teleostei","Dawson, 1962","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06,NA,"Least Concern"
"2874","Exechodontes daidaleus","Exechodontes","Zoarcidae","Perciformes","Teleostei","DeWitt, 1977","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1,611.5,"Least Concern"
"2875","Lycenchelys bullisi","Lycenchelys","Zoarcidae","Perciformes","Teleostei","Cohen, 1964","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1760000038,NA,"Least Concern"
"2876","Gymnachirus texae","Gymnachirus","Achiridae","Pleuronectiformes","Teleostei","(Gunter, 1936)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,103.5,"Least Concern"
"2877","Citharichthys abbotti","Citharichthys","Paralichthyidae","Pleuronectiformes","Teleostei","Dawson, 1969","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"2878","Prionotus longispinosus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Teague, 1951","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA,"Least Concern"
"2879","Prionotus paralatus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Ginsburg, 1950","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.175,108,"Least Concern"
"2880","Bagre marinus","Bagre","Ariidae","Siluriformes","Teleostei","(Mitchill, 1815)","1",4.4,19.1,68.4967,64,NA,3.3,4360,"demersal",0.69,NA,"Least Concern"
"2881","Chelon bispinosus","Chelon","Mugilidae","Mugiliformes","Teleostei","(Bowdich, 1825)","1",1.6,5.3,NA,NA,NA,2.8,NA,"demersal",0.15,NA,"Least Concern"
"2882","Mugil bananensis","Mugil","Mugilidae","Mugiliformes","Teleostei","(Pellegrin, 1927)","1",2.8,10.9,18.06667,1,NA,2.8,NA,"demersal",0.4,NA,"Least Concern"
"2883","Mugil capurrii","Mugil","Mugilidae","Mugiliformes","Teleostei","(Perugia, 1892)","1",3.7,15,NA,NA,NA,2,NA,"benthopelagic",0.45,NA,"Least Concern"
"2884","Valamugil robustus","Valamugil","Mugilidae","Mugiliformes","Teleostei","(G<fc>nther, 1861)","1",2.3,8.6,21.2667,56,NA,2,NA,NA,0.3,NA,"Least Concern"
"2885","Galaxias fasciatus","Galaxias","Galaxiidae","Osmeriformes","Teleostei","Gray, 1842","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2525,NA,"Least Concern"
"2886","Gobiomorphus cotidianus","Gobiomorphus","Eleotridae","Perciformes","Teleostei","McDowall, 1975","1",1.5,4.8,NA,NA,NA,3.2,NA,"demersal",0.15,NA,"Least Concern"
"2887","Gobiomorphus gobioides","Gobiomorphus","Eleotridae","Perciformes","Teleostei","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1739999962,NA,"Least Concern"
"2888","Retropinna retropinna","Retropinna","Retropinnidae","Osmeriformes","Teleostei","(Richardson, 1848)","1",1.6,4.9,1,1,NA,3.2,NA,"demersal",0.086,NA,"Least Concern"
"2889","Stokellia anisodon","Stokellia","Retropinnidae","Osmeriformes","Teleostei","(Stokell, 1941)","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.07599999905,NA,"Least Concern"
"2890","Coloconger cadenati","Coloconger","Colocongridae","Anguilliformes","Teleostei","Kanazawa, 1961","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.9,435,"Least Concern"
"2891","Heteroconger hassi","Heteroconger","Congridae","Anguilliformes","Teleostei","(Klausewitz &amp; Eibl-Eibesfeldt, 1959)","1",2.1,8.4,50.5233,148,NA,NA,NA,"reef-associated",0.4,NA,"Least Concern"
